Geneid	3FG1	3FG2	3FG3	3FS1	3FS2	3FS3	3MG1	3MG2	3MG3	3MS1	3MS2	3MS3	3WM1	3WM2	3WM3
remanei_genome_00018339	576	450	886	3760	3669	13165	968	736	886	7655	14717	10845	14521	13603	12092
remanei_genome_00018342	235	155	203	393	300	1035	1774	1277	1568	908	1028	633	817	557	491
remanei_genome_00018343	23262	21978	11566	13842	10588	8009	3898	1495	2450	2292	2973	2704	6898	5501	5998
remanei_genome_00018345	4	2	2	4	3	20	8	3	2	24	34	12	14	2	10
remanei_genome_00018346	936	398	512	2270	1364	4491	12198	8557	7199	9123	10266	6603	7897	8178	7278
remanei_genome_00018347	2377	32	336	624	18	64	54305	34327	36655	11071	14429	13366	15997	11923	12318
remanei_genome_00018350	108	70	17	466	240	339	57	30	82	750	680	416	1832	1907	1354
remanei_genome_00018353	82	46	46	156	88	176	320	124	210	300	354	294	498	316	304
remanei_genome_00018352	12	5	0	32	8	3	11	8	0	22	15	8	24	17	5
remanei_genome_00018355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018356	665	366	381	2321	1430	2978	1040	346	378	4905	3913	2138	6539	6034	5720
remanei_genome_00018357	24665	28342	22188	18429	17783	20276	5171	2741	3826	4129	4201	3405	4527	4789	5331
remanei_genome_00018360	328	385	305	1228	1044	2363	367	236	247	1249	1998	887	2491	2376	2048
remanei_genome_00018362	176	2	38	70	4	16	4589	2652	3066	970	1601	1248	1648	1200	1133
remanei_genome_00018363	234	144	100	968	1022	1913	327	299	215	1134	1905	1175	713	695	750
remanei_genome_00018365	14747	14441	16291	11110	11123	15828	5649	4031	3587	3636	5958	3206	3505	3539	3247
remanei_genome_00018367	25236	23492	20644	23212	17553	25762	9466	5478	6889	7107	7450	4755	7536	6424	7926
remanei_genome_00018368	5189	3428	1016	3614	1817	1452	510	300	676	493	859	756	3394	2507	3165
remanei_genome_00018369	26404	18344	16725	11548	10336	8789	5985	3526	4418	3487	4209	3847	9384	8299	8505
remanei_genome_00018371	49292	50175	43817	41827	36328	46687	13848	5691	8821	15474	14408	11513	16660	16531	16509
remanei_genome_00018373	69812	67017	53513	56333	45410	56844	37744	17140	26860	20917	25863	20655	35098	30123	31400
remanei_genome_00018376	888	933	1125	660	736	711	217	118	156	95	160	66	86	50	128
remanei_genome_00018377	1035	1095	1269	1230	1237	2433	907	938	1190	1173	3742	1426	1992	2332	2197
remanei_genome_00018354	268	246	210	1047	299	435	100	70	56	1617	205	169	1616	2941	1215
remanei_genome_00018358	20034	21973	17930	14113	13132	14044	8978	5979	6802	4236	6180	5004	5865	5201	6112
remanei_genome_00018359	681	10	92	194	16	8	16271	14798	13511	4314	9828	4815	5066	3635	3360
remanei_genome_00018361	22148	30423	58488	87485	129610	529702	38145	47972	40623	91853	304825	124862	102549	106653	82998
remanei_genome_00018364	2570	51	273	588	66	90	54829	31828	29043	12760	18884	12735	14789	10795	10696
remanei_genome_00018366	6734	6775	6054	6963	6010	7689	2967	1772	2129	5465	4113	2580	6706	7431	5780
remanei_genome_00018370	14167	15116	14940	11999	9887	15227	18257	14525	12411	8901	11177	5869	6546	5586	5734
remanei_genome_00018372	21415	17154	20338	16815	15717	26870	20475	13281	12680	12713	16379	12020	10926	9973	8832
remanei_genome_00018374	433	56	134	148	44	37	10064	7481	8362	2251	3986	3159	3533	2541	2676
remanei_genome_00018375	11504	12450	11523	8981	8303	11578	5135	3621	3599	3142	4063	2815	3922	3765	4090
remanei_genome_00018378	14447	14556	14369	13929	11932	19066	6216	3802	3839	4967	6267	2310	2785	3246	2571
remanei_genome_00018379	18354	22599	15883	12849	10797	11711	9441	5364	6449	4126	5199	4563	6599	5895	5971
remanei_genome_00018380	9555	7017	3198	11351	5154	5386	3398	2138	3701	5555	6357	5843	18249	15229	17182
remanei_genome_00018381	8465	8706	4606	6905	4728	5925	773	497	998	2787	6499	3641	17246	15923	15835
remanei_genome_00018386	8	3	10	28	8	23	14	10	14	426	294	204	83	54	52
remanei_genome_00018388	106	108	124	196	117	226	66	46	54	244	320	124	384	416	271
remanei_genome_00018393	324	190	199	1860	1048	2116	146	38	91	640	510	489	907	872	871
remanei_genome_00018396	430	303	289	4424	2572	6005	533	325	530	8386	6429	3888	8125	9338	7761
remanei_genome_00018382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018383	1372	29	146	453	104	107	32190	15393	20227	7148	10831	8497	11836	9052	8782
remanei_genome_00018384	298	138	113	615	513	635	408	403	251	743	3756	1667	2031	1134	1657
remanei_genome_00018385	44843	45850	41562	36329	30805	39262	17930	9156	10759	11806	13956	8879	15543	14209	13876
remanei_genome_00018387	3360	4012	3591	3594	3178	5660	1209	795	1035	2551	2360	1376	4084	4238	3476
remanei_genome_00018389	554	348	164	4446	1062	1246	1761	778	687	7312	2147	1168	4898	4580	3148
remanei_genome_00018390	54553	51505	26450	38001	30320	26310	17954	8910	14173	9126	14135	12109	24259	21370	23867
remanei_genome_00018391	75236	84152	72081	89907	93498	224514	45745	63596	64833	56370	331995	92149	260577	225330	204769
remanei_genome_00018392	7902	7052	6683	4490	3922	4100	2829	1302	1886	1680	2637	1811	3218	3051	2821
remanei_genome_00018394	12118	9813	3218	9936	4938	4436	2755	1499	3112	1779	3562	2743	8807	6808	8565
remanei_genome_00018395	15235	16784	13137	9248	9221	8158	3459	1675	2181	1418	1956	1405	1407	1223	1521
remanei_genome_00018397	18241	13387	14612	9813	7837	10642	7673	6435	6645	4507	9143	5824	9301	8381	8309
remanei_genome_00018398	22480	23776	22184	14804	13647	13502	7471	3980	5200	4396	4814	4802	6612	5152	6472
remanei_genome_00018401	41760	33745	38609	80205	51326	133899	33981	22331	18426	88844	140363	35389	63712	69033	51721
remanei_genome_00018402	541	753	528	632	545	1039	542	446	356	495	1186	412	564	572	460
remanei_genome_00018403	48274	53056	56567	41426	38842	55225	4440	2110	3197	2858	2519	2495	2060	3258	4343
remanei_genome_00018405	8107	5468	1427	6296	2658	2818	1374	925	1374	862	1678	1377	4838	3352	4507
remanei_genome_00018406	5628	4641	2815	3786	2057	2265	1150	760	967	748	1173	996	2552	1988	2337
remanei_genome_00018407	11226	9440	12953	112301	76523	269818	12944	14456	15879	128874	353843	255393	220525	172530	161894
remanei_genome_00018410	29106	314	2583	5625	200	287	553267	303169	369622	143146	199998	220205	229764	168114	163859
remanei_genome_00018413	441	353	311	547	419	1077	3558	3087	2569	1336	2891	1034	4508	4553	5040
remanei_genome_00018415	924	37	223	1113	76	174	20849	15418	14605	36984	42925	31848	17338	14577	13614
remanei_genome_00018417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018421	6628	6662	7761	6237	6472	10121	2500	2006	1788	3742	4840	2674	3153	3224	2690
remanei_genome_00018399	762	54	124	180	84	143	18631	14737	10569	4940	8667	4285	3869	3058	3070
remanei_genome_00018400	6267	6270	1466	4949	2843	3718	1513	1654	2869	1896	4669	3048	13864	9405	12176
remanei_genome_00018404	24301	19830	10634	17013	9686	11145	2901	1468	2588	1713	1863	1928	5512	4462	6363
remanei_genome_00018408	121	101	228	615	501	1181	196	173	256	818	2796	1393	944	1037	989
remanei_genome_00018409	9907	5596	3728	5438	2787	3100	58604	29921	38837	14452	20996	18159	30552	23374	24491
remanei_genome_00018411	2950	2232	211	3490	1328	1391	641	626	1086	897	1544	1246	8089	4027	6325
remanei_genome_00018412	91676	1713	9969	18473	1262	1144	2065288	1836898	1383524	483849	706846	582983	588868	494485	439931
remanei_genome_00018414	2972	231	446	743	144	226	61692	31291	31847	16329	20345	14085	17674	12654	13037
remanei_genome_00018416	40564	33867	21602	21072	14388	15424	28117	21459	19260	7532	12290	10200	11617	8643	10710
remanei_genome_00018418	11614	9966	5589	9993	6242	8152	6901	3909	6183	3586	7196	5255	10743	7886	9422
remanei_genome_00018420	101858	94542	78589	81345	67560	108948	125450	76011	91295	59080	96478	66034	73673	64692	64535
remanei_genome_00018423	12	8	3	22	24	118	0	18	0	16	166	14	86	52	40
remanei_genome_00018426	69329	70764	51333	65972	45081	46482	43607	25904	30394	44418	37291	25203	39949	38680	36984
remanei_genome_00018427	20731	23480	17951	16675	14442	17659	9789	5720	6837	7010	9621	6065	9629	8915	8821
remanei_genome_00018429	465	473	92	666	269	286	371	274	345	788	456	558	803	571	957
remanei_genome_00018430	613	525	140	1083	559	826	408	309	523	994	1462	958	2658	1763	2318
remanei_genome_00018431	3587	3066	1323	4244	2174	2670	2602	1743	2900	4795	4402	3813	8406	8203	8405
remanei_genome_00018433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018434	20353	18257	16958	14832	12102	11186	18073	14445	13375	5340	8937	4495	6025	5104	5552
remanei_genome_00018435	40	44	46	132	74	236	34	44	48	174	243	138	74	134	64
remanei_genome_00018422	312	177	142	716	532	686	254	180	162	731	1025	481	1189	1530	1733
remanei_genome_00018425	65570	70151	49503	39256	37465	38480	39418	24004	28834	17568	29872	22208	31173	30246	26347
remanei_genome_00018428	271	84	98	136	71	233	2450	2074	2018	539	2834	1283	1869	1526	1818
remanei_genome_00018432	883	79	150	240	83	53	18031	11801	10041	4519	6176	4187	4909	4051	4122
remanei_genome_00018436	8	0	24	48	16	270	16	6	18	40	2188	36	1116	2723	1682
remanei_genome_00018437	2609	2981	1940	1973	1600	2247	134	40	113	191	1022	348	3446	3707	4689
remanei_genome_00018438	8	0	0	0	0	0	70	54	59	86	26	10	56	6	24
remanei_genome_00018424	112	95	55	376	361	900	40	101	52	394	1446	466	334	321	464
remanei_genome_00018439	3710	20	514	962	18	36	74097	55053	54991	20554	44215	25392	24122	20439	20066
remanei_genome_00018441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018443	34785	31080	22941	30469	21206	27468	13033	7867	11626	10547	17243	10474	29394	22603	25481
remanei_genome_00018446	12660	9149	4856	9001	4927	5092	2133	1184	2058	1864	2743	2181	8413	6484	7527
remanei_genome_00018447	70	10	12	201	22	34	632	658	369	10019	12290	7338	2200	1868	1784
remanei_genome_00018448	129	16	57	28	24	33	2333	1681	1699	537	730	515	674	520	596
remanei_genome_00018453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018459	9020	8949	9690	7323	6388	11484	9486	5778	6251	5687	7276	4767	5361	4332	4042
remanei_genome_00018460	14984	11100	6225	11740	6609	8400	12632	6912	10588	6362	10464	8252	17925	12917	14168
remanei_genome_00018463	6108	2938	2615	2857	1681	1614	71228	48751	46746	18707	31252	20390	22042	17120	16664
remanei_genome_00018465	77868	79422	58836	51599	44309	46618	51796	28134	35504	19293	29533	25279	35107	32662	34358
remanei_genome_00018440	207	150	203	948	535	1279	733	326	433	3137	2512	2322	3948	3957	3588
remanei_genome_00018442	62	43	24	731	275	526	129	52	119	1338	1103	1108	3150	2697	2639
remanei_genome_00018444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018449	11300	5162	6898	17247	7753	8990	8372	3267	3189	27145	11843	5129	7968	8918	7356
remanei_genome_00018450	864	1068	1013	1004	852	1750	294	173	302	810	1129	708	2166	1970	2019
remanei_genome_00018451	17186	358	1949	3821	286	360	349294	182632	219847	91347	128224	144021	143304	105345	99310
remanei_genome_00018452	64624	65612	46887	41960	33796	39097	8730	4441	6337	8581	6569	6186	8495	9067	11045
remanei_genome_00018455	14132	11510	12312	10222	9052	11411	11856	6881	7925	5643	7452	5094	5690	5128	5215
remanei_genome_00018456	35921	31329	14905	34380	21069	36039	12337	6975	12384	12548	23547	20548	47201	44115	42710
remanei_genome_00018457	775	860	918	1442	1664	6383	463	407	429	1544	10233	2645	3569	3011	2900
remanei_genome_00018458	170	141	70	173	255	391	299	289	259	220	394	288	379	483	572
remanei_genome_00018461	1516	1965	1126	1081	1029	994	949	754	912	392	1710	564	4429	5234	4975
remanei_genome_00018462	126353	103386	77030	66495	51527	52690	34023	23414	35913	14792	39941	34128	39847	24763	37765
remanei_genome_00018464	4074	4069	4008	3588	3343	4230	1821	1186	1277	3262	3638	2291	2385	2768	2044
remanei_genome_00018466	133	4	10	66	12	10	3719	2070	3024	840	1216	1398	2882	1644	1987
remanei_genome_00018468	18	14	17	76	34	251	30	31	22	69	1408	75	600	509	370
remanei_genome_00018470	1105	1320	1548	4108	5249	14597	1606	996	1452	2851	10359	3637	6610	5653	3550
remanei_genome_00018471	1924	22	106	454	26	48	35622	18592	21653	8504	11236	12798	15756	11776	11467
remanei_genome_00018472	5958	8308	3678	4343	3339	4176	96	42	348	375	449	423	5938	6010	5373
remanei_genome_00018473	296	320	351	297	328	411	148	168	162	1429	2484	1485	611	752	475
remanei_genome_00018474	102851	105311	88955	74237	65505	69898	24593	11343	17654	10164	12866	10801	11987	11385	16378
remanei_genome_00018477	850	22	100	286	26	51	23272	21507	16040	5964	9908	4471	5717	3361	3132
remanei_genome_00018478	1622	18	184	480	16	35	42650	41169	29471	9816	18492	7626	8436	6665	5448
remanei_genome_00018479	1827	52	110	537	24	34	25116	14418	25938	6149	10156	11692	19822	13844	16140
remanei_genome_00018483	10	0	4	13	2	10	6	0	4	4	17	13	4	31	6
remanei_genome_00018485	41672	40448	39240	32738	27188	32994	10303	4738	6650	6868	6732	5315	7434	6984	7644
remanei_genome_00018487	2023	40	172	534	38	52	48526	20762	24259	11022	14173	13094	16190	11805	11125
remanei_genome_00018488	48056	52590	48206	40269	38524	52763	9197	4768	6689	4697	5185	4118	4978	5569	6625
remanei_genome_00018467	564	12	82	1318	36	226	11998	10533	7741	47319	46372	32505	11497	8424	7213
remanei_genome_00018469	986	380	450	2604	1975	5819	1452	697	855	4662	3213	1364	1633	1912	1234
remanei_genome_00018475	102	2	12	326	6	49	1608	756	622	12865	8051	5382	2027	1302	1054
remanei_genome_00018476	1764	22	154	480	18	76	40234	38910	27364	9865	19315	8018	8262	5777	5373
remanei_genome_00018480	742	14	112	216	6	16	19174	16387	14357	4672	11076	4952	5179	3120	3505
remanei_genome_00018481	3257	382	49	16291	3995	1698	3184	899	455	16877	3299	2053	5419	6371	6438
remanei_genome_00018482	3392	2616	2523	10197	6809	14981	2995	1390	3221	8886	15808	11069	18611	16776	16098
remanei_genome_00018484	64208	67091	34979	42466	33126	25772	21085	8824	13832	9012	13276	11739	18118	17784	19546
remanei_genome_00018486	572	551	510	696	354	666	818	390	365	1350	330	212	142	250	190
remanei_genome_00018489	49581	49408	50902	65992	45954	111560	36416	29902	34240	70343	104971	49213	71842	71719	61207
remanei_genome_00018490	72	24	46	50	19	66	2121	1498	1510	824	11780	1489	1896	1864	1772
remanei_genome_00018491	13319	180	1477	3499	224	291	309737	318445	218116	75832	152833	84651	79902	63857	59669
remanei_genome_00018495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018498	1837	1262	2235	4308	5524	13760	3356	2406	3917	4509	12009	6296	11712	10629	8889
remanei_genome_00018499	1466	6	128	368	8	64	32188	15453	21261	6987	11475	10685	14322	9238	10042
remanei_genome_00018501	30	0	0	152	26	30	82	118	46	9829	12190	7200	2072	1916	1472
remanei_genome_00018502	3739	48	492	986	44	67	93659	62051	62971	23606	43924	26696	25509	18125	19187
remanei_genome_00018508	90742	85729	91522	75796	54369	93644	47668	34500	30769	46234	68662	25409	38090	38493	32098
remanei_genome_00018513	565	470	61	689	244	291	105	74	168	106	176	150	376	326	522
remanei_genome_00018492	1506	244	234	730	192	260	37844	22349	18046	13311	22610	5927	4262	3307	2784
remanei_genome_00018493	18	40	36	80	40	46	27	20	24	24	46	18	0	52	14
remanei_genome_00018494	39292	40673	30486	30530	23768	29870	28169	14653	19876	13682	17440	13306	27323	25047	25370
remanei_genome_00018496	18314	14436	11545	10343	7891	8538	1986	949	1872	2274	3138	2603	6356	6827	6507
remanei_genome_00018497	8324	5988	1747	6051	3236	3468	604	336	970	515	1360	1146	4035	3565	4686
remanei_genome_00018500	92	77	62	236	150	248	70	22	22	675	282	268	388	622	404
remanei_genome_00018503	32	62	50	85	44	166	145	94	87	172	178	78	168	85	72
remanei_genome_00018504	14045	10668	5901	10136	5336	5304	2498	1317	2291	1324	2157	1748	4501	3223	4251
remanei_genome_00018505	1490	983	143	1525	631	634	170	117	246	151	199	181	550	578	655
remanei_genome_00018506	1119	786	89	1485	516	529	123	76	190	88	163	129	488	440	614
remanei_genome_00018507	20	34	43	43	12	31	2	13	1	2	7	7	9	7	5
remanei_genome_00018509	12940	3029	2772	4330	1626	1287	172965	75445	107654	37409	42125	40506	60733	47493	47703
remanei_genome_00018510	2143	1594	1274	3311	2075	3423	1375	846	1783	2181	6896	3937	19343	17253	18186
remanei_genome_00018511	936	1274	650	1082	772	656	732	490	453	3468	2406	2228	2622	2633	1986
remanei_genome_00018512	17858	18530	13149	13613	12146	12055	5298	2221	3540	3363	5757	5047	8026	6397	7164
remanei_genome_00018514	20801	15483	10651	17388	9116	9724	8856	3258	5352	11039	7829	5962	12998	12238	10962
remanei_genome_00018516	2321	2044	1713	3460	1453	16417	1464	1705	2363	856	132227	4985	22139	25558	25614
remanei_genome_00018519	15430	15506	13063	11573	9749	13345	9666	6414	8324	6385	10214	6764	10339	9682	9603
remanei_genome_00018521	32043	31458	30983	21857	21418	24528	10591	5290	6912	3996	4958	3579	3242	3488	4570
remanei_genome_00018523	7521	3039	3390	3255	1947	1899	101515	50499	63468	23994	33298	26441	33253	25234	25559
remanei_genome_00018526	520	18	73	2655	89	444	7698	6326	3472	94749	82672	52242	16000	11998	11286
remanei_genome_00018527	1776	480	509	6642	3088	6336	2060	689	965	11682	4450	5045	7940	9202	7202
remanei_genome_00018528	2280	2352	1337	1663	1542	1715	61	29	97	445	19	138	7026	1599	962
remanei_genome_00018529	52	70	22	38	60	30	4	0	6	50	12	0	174	40	42
remanei_genome_00018530	142	44	12	438	239	450	187	120	106	630	1147	606	4426	3848	3605
remanei_genome_00018531	363	128	75	1089	742	1969	449	416	270	3056	4588	1587	6125	8200	6067
remanei_genome_00018532	3620	38	298	1032	74	106	80923	49023	44167	20700	27173	17301	21219	14902	13838
remanei_genome_00018534	36955	38735	34042	23869	22392	25649	9260	5071	5953	3564	4078	3126	3470	3189	4622
remanei_genome_00018535	216	196	190	305	214	663	202	179	155	356	310	152	204	260	104
remanei_genome_00018537	801	78	155	285	107	72	16322	12180	12352	3762	8654	4997	5181	3589	3821
remanei_genome_00018538	4424	3793	3815	3520	3122	3716	617	328	498	618	652	422	884	1106	888
remanei_genome_00018515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018518	27076	9731	10627	65772	25070	58974	46290	30792	26238	60041	34703	15861	17164	15614	13760
remanei_genome_00018520	111	107	33	519	228	380	108	48	87	429	972	420	7510	8502	8721
remanei_genome_00018522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018524	106	1186	2312	2542	7629	28177	1395	2804	3350	9279	12093	11871	7100	5357	4552
remanei_genome_00018525	116	1364	2180	3096	9741	24058	882	3305	2562	5072	11753	10734	6945	5232	3828
remanei_genome_00018533	9052	2684	2013	3470	1474	1279	125785	70159	71551	43952	52109	46274	43584	34506	31397
remanei_genome_00018536	870	60	204	240	60	45	20039	13890	13963	4706	9734	5949	7175	5327	5716
remanei_genome_00018539	48	36	16	134	89	226	226	151	164	354	564	401	842	979	726
remanei_genome_00018540	19105	21483	21706	17492	15958	22832	2294	1484	1892	6379	5609	3106	4831	4887	4907
remanei_genome_00018541	225	173	185	760	308	822	1334	903	961	523	677	538	685	486	439
remanei_genome_00018543	4864	98	472	1341	60	72	91486	47459	71168	17413	26135	32590	44501	31375	34502
remanei_genome_00018545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018546	4016	5421	3405	3339	3386	3970	1160	574	901	468	495	436	677	524	830
remanei_genome_00018548	158	137	242	170	114	200	68	42	62	78	107	50	150	132	122
remanei_genome_00018549	32	34	20	69	48	118	10	14	30	110	96	42	78	90	79
remanei_genome_00018555	75652	65939	81212	51308	44079	61110	38348	29214	33636	30800	60669	23656	32531	32378	27362
remanei_genome_00018557	27009	31614	28385	22237	20225	32469	6394	4515	5039	7866	11165	6326	8808	8892	8601
remanei_genome_00018559	12	8	50	214	146	784	46	30	32	502	1026	346	354	572	422
remanei_genome_00018562	15	3	4	104	50	57	36	13	32	136	238	135	726	544	645
remanei_genome_00018563	217	51	100	1095	548	1104	607	344	680	1818	2665	1789	7308	6723	6094
remanei_genome_00018542	510541	591705	499102	258922	275625	286495	24389	17769	32974	17060	18213	24679	28830	31876	67577
remanei_genome_00018544	7345	5657	4561	5751	3581	4355	2784	1647	2432	2388	3777	2381	12117	9653	9033
remanei_genome_00018547	277	221	252	355	233	350	95	55	85	308	298	249	722	471	612
remanei_genome_00018550	198	120	146	174	98	205	74	47	56	102	114	46	156	170	128
remanei_genome_00018551	446	10	90	152	70	111	10564	6526	7094	2295	4099	2704	3480	3005	2711
remanei_genome_00018553	30	0	6	59	12	80	4	15	12	562	424	55	40	11	81
remanei_genome_00018554	24639	22542	14768	16549	12775	16202	5835	2490	3927	7651	9520	5502	8612	8756	9019
remanei_genome_00018556	40615	38411	29089	27178	23862	21684	11526	5182	7812	10396	12844	9668	22678	20512	19911
remanei_genome_00018558	27999	32182	33180	27455	25551	50772	5363	3683	3922	6715	11850	4640	6797	6756	5660
remanei_genome_00018560	18	10	34	154	36	1274	34	28	78	31	10367	62	2308	5434	4876
remanei_genome_00018561	661	39	52	415	102	150	10557	8323	13117	2874	8672	7760	11825	8335	9983
remanei_genome_00018564	1802	1448	1178	4760	2963	6282	5493	4409	5991	7861	10338	8890	12602	10318	10715
remanei_genome_00018552	119	33	52	1166	321	1586	95	96	59	3035	1863	650	981	422	863
remanei_genome_00018565	1069	1108	703	1651	962	1799	551	555	684	1372	2398	1295	10417	9859	7851
remanei_genome_00018567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018568	61567	77250	71038	46737	46052	64135	12446	9108	10140	13263	22291	13839	20425	21936	20515
remanei_genome_00018573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018574	966	20	104	252	29	26	22774	15884	15390	5883	9078	5166	6275	4205	4349
remanei_genome_00018576	29564	28009	20249	19579	17584	13486	12218	5335	8842	4700	6931	5880	7081	5714	7320
remanei_genome_00018578	44347	36852	20903	32390	21877	21715	20966	8819	14176	11427	16661	13122	24118	21258	22415
remanei_genome_00018582	86	101	62	331	150	472	106	122	177	196	2568	686	2342	2099	2330
remanei_genome_00018586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018566	38903	43055	39329	29910	28085	36270	8767	4416	5559	7231	8445	5506	7802	7764	7543
remanei_genome_00018569	779	699	375	921	704	1028	514	297	344	468	1047	728	3238	2655	2612
remanei_genome_00018570	31798	29950	16967	18151	13255	12032	15911	8540	12655	4894	8671	8406	12024	9252	11059
remanei_genome_00018571	6291	5161	3236	5065	3897	4721	1399	846	1271	2973	3880	2487	7553	5927	5661
remanei_genome_00018572	15747	12424	11302	17966	12150	19200	8997	3820	5218	16324	12398	9714	10561	8364	8598
remanei_genome_00018575	27701	29820	30652	23003	21032	29040	10764	4819	7031	5879	6115	4053	4995	4487	6012
remanei_genome_00018577	22801	23529	21610	18139	15767	21987	5969	3370	3975	4691	5462	3923	4561	4609	4913
remanei_genome_00018580	47189	48565	43831	36352	31393	40837	60652	33344	39637	17273	18393	15223	19676	17492	16696
remanei_genome_00018581	5905	4505	4128	7097	3957	5309	4789	1846	3101	7067	5468	4166	11588	11038	9168
remanei_genome_00018583	73370	72718	47726	49397	36529	30580	17690	5902	10428	10558	11981	10993	25322	23386	21285
remanei_genome_00018584	271	265	211	666	261	506	211	100	169	8547	12435	10898	12534	15271	12012
remanei_genome_00018579	13035	12549	12624	9195	7638	8861	3216	1391	2100	1857	1764	1267	1456	1419	2065
remanei_genome_00018587	14642	11963	8090	9167	5998	7153	1150	592	1276	872	1514	1440	4419	3407	3752
remanei_genome_00018588	11053	13234	12892	9292	8892	12417	3280	2145	2579	2748	4097	2381	3342	3288	2806
remanei_genome_00018592	2555	1814	2103	2742	2116	4332	6209	6079	4286	3769	5831	2280	2612	2499	2200
remanei_genome_00018595	109	113	80	638	344	314	263	374	380	955	1021	632	948	988	830
remanei_genome_00018597	32243	29797	31470	20173	19220	18964	54438	35948	38783	13938	23087	12372	14330	11090	12173
remanei_genome_00018599	25251	21233	10801	16906	10914	9143	18725	10249	15730	5960	10624	9268	14989	12588	13631
remanei_genome_00018603	1965	904	866	5473	1994	4508	1770	1218	1562	9641	14767	7965	32566	25573	29647
remanei_genome_00018585	60875	61131	54082	44359	39841	48007	44374	25456	31106	23182	33879	24300	35420	32596	32294
remanei_genome_00018589	1086	682	1394	5395	4723	26044	11308	6540	10347	8149	14384	7779	9210	7290	7079
remanei_genome_00018590	11966	11952	12061	12187	11029	20403	4819	3724	3390	5683	9326	3853	4048	5074	3958
remanei_genome_00018591	14905	14004	8086	12277	7188	10822	2241	1494	2649	3191	5680	3916	12067	10003	10323
remanei_genome_00018593	51817	52183	31165	42496	31503	30098	7853	3107	5837	8259	8781	6883	13947	13790	16141
remanei_genome_00018594	1929	512	557	2633	989	2117	7719	3528	5768	4734	3959	3160	11397	10255	7979
remanei_genome_00018596	45444	55268	65798	29696	33778	43390	2313	871	1523	2127	775	1859	1658	2792	3726
remanei_genome_00018598	74312	55922	36584	51088	31732	29944	9259	4055	7254	5045	6593	6732	14625	13359	17329
remanei_genome_00018600	167	128	100	494	335	969	277	124	146	588	960	394	830	827	577
remanei_genome_00018601	1513	1481	2549	17002	12251	59380	1478	1913	2321	20295	55203	40114	18802	12772	14315
remanei_genome_00018602	17901	20846	12439	11716	9476	10030	10161	7271	9322	3348	6244	6894	11177	7850	9245
remanei_genome_00018606	126057	119859	109780	86190	80537	86291	45883	24364	34432	24526	41899	30783	47412	41420	44418
remanei_genome_00018610	4012	3333	5489	5962	6137	14378	8700	4842	5544	7313	8641	6258	8014	7440	5860
remanei_genome_00018612	13002	13713	10524	9937	8300	7927	3908	2019	2959	2373	3017	2579	5349	5125	5020
remanei_genome_00018614	1552	873	854	3587	2202	4673	2344	974	1574	3416	2677	2392	4634	4238	3303
remanei_genome_00018616	9921	9808	5049	9469	6965	7064	1194	627	1154	2223	2684	2198	5293	4596	5165
remanei_genome_00018617	20615	20169	19458	14911	13030	14318	3472	1458	2835	4983	5563	4621	8971	8609	7912
remanei_genome_00018620	1430	81	220	410	76	63	25986	23407	19131	5939	10392	5848	6243	4731	4366
remanei_genome_00018621	38994	42851	34869	23353	23796	18579	4463	2849	3688	2068	1781	2460	2758	2969	4500
remanei_genome_00018623	27922	29609	23839	20044	16771	18380	10923	5180	7212	3570	3580	2988	4059	3369	4809
remanei_genome_00018628	122188	120094	102616	81520	78293	105135	51769	41049	42803	38714	84693	49124	69158	60483	57362
remanei_genome_00018604	11327	12543	12408	9135	7786	11250	7167	3973	4821	2448	3770	2255	2568	2254	2848
remanei_genome_00018605	628	32	66	196	14	32	13123	7458	8675	2796	3101	2506	3856	2914	2409
remanei_genome_00018607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00018608	1211	75	67	316	104	60	20854	12586	21146	5112	11623	8867	15916	12955	13777
remanei_genome_00018609	1729	78	213	600	100	210	43769	28912	25747	11994	12346	8080	10548	9513	8636
