Geneid	3FG1	3FG2	3FG3	3FS1	3FS2	3FS3	3MG1	3MG2	3MG3	3MS1	3MS2	3MS3	3WM1	3WM2	3WM3
remanei_genome_00016872	16367	13048	13656	18000	12173	15616	8440	4958	4974	13464	9276	4793	6113	5430	4444
remanei_genome_00016873	13691	13238	8773	11177	6805	8930	1494	771	1323	3328	2985	2618	8520	8119	8996
remanei_genome_00016874	7878	8192	4635	5726	4351	4064	2954	1648	2041	2248	3308	2603	4668	4035	4063
remanei_genome_00016875	1523	1203	312	1845	823	844	1309	1195	1538	1006	1613	1289	3470	2604	3219
remanei_genome_00016876	1720	1301	212	1836	850	935	849	858	1643	723	1404	1065	4060	2906	3698
remanei_genome_00016877	10683	8295	3813	6927	4419	4567	5883	4758	7508	3621	7370	6404	16371	12919	13174
remanei_genome_00016879	454	319	434	1754	1328	4166	532	385	400	2005	3113	1545	1828	1993	1470
remanei_genome_00016881	6117	4674	3392	6506	3801	6036	1770	953	1709	4343	4749	3748	14650	13655	12612
remanei_genome_00016882	1459	356	303	5577	1840	2452	1621	522	930	7852	4184	3214	15706	15461	11774
remanei_genome_00016884	27315	26685	16632	15884	13276	14724	11439	13260	17091	7463	20829	13911	33540	27704	27990
remanei_genome_00016878	78	87	120	218	125	255	73	19	55	344	386	227	1335	1344	1294
remanei_genome_00016880	10378	13082	12291	8727	9171	13668	208	43	192	613	193	521	359	707	1031
remanei_genome_00016883	24799	21687	12571	16834	10509	12173	5272	3331	5874	4809	8330	6677	18961	14454	15836
remanei_genome_00016889	20	21	1	30	5	29	8	2	2	4	42	8	124	144	160
remanei_genome_00016890	1762	894	843	7559	5031	10870	1709	1346	1553	11166	10348	8801	6434	7983	5726
remanei_genome_00016891	15449	10739	4946	10439	5237	5120	3408	2466	4277	1596	4145	3025	4350	2646	5424
remanei_genome_00016892	258	183	115	690	290	490	230	78	157	760	896	630	5835	5416	4643
remanei_genome_00016893	320	174	164	1233	710	1274	630	297	434	1803	1885	1442	7502	5680	5205
remanei_genome_00016895	8276	9090	8605	5783	4695	5963	2264	1185	1415	2064	2869	1663	3100	2545	2435
remanei_genome_00016885	442	77	36	2178	623	1080	445	107	120	3654	3327	896	2817	2130	2191
remanei_genome_00016886	956	411	333	2875	1574	2219	1327	801	916	4725	3641	2543	12149	10913	9409
remanei_genome_00016887	509	16	68	231	117	124	13837	11820	9205	3375	5793	2539	3704	2402	2199
remanei_genome_00016888	1859	1635	1777	9455	6416	18796	1657	1101	1215	15130	12424	9706	7861	9216	8044
remanei_genome_00016894	21850	18314	20515	17748	20023	27846	31811	30225	26365	14130	31916	19015	24008	19254	17487
remanei_genome_00016896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00016899	42776	36761	26279	27685	20184	24190	16237	11094	16895	10646	21938	16864	28535	22132	24619
remanei_genome_00016900	723	417	219	1208	851	1118	428	290	395	1499	2009	1173	3094	3022	2527
remanei_genome_00016902	55684	66594	32033	28335	25387	23608	3657	4245	7294	2288	6311	4979	8360	4978	9677
remanei_genome_00016903	51831	58676	44575	32717	31137	31808	7705	3564	5599	3671	3746	3827	4526	4928	7354
remanei_genome_00016905	37520	40890	39042	33584	42853	91655	62461	72618	68214	26884	103513	42483	57174	51787	43902
remanei_genome_00016910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00016911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00016897	31672	33293	25236	21753	19123	19107	3558	1580	3060	1944	2326	2440	3127	3224	4659
remanei_genome_00016898	18423	16666	14679	10672	9685	9283	2339	1330	1994	2031	1884	2064	2501	2489	2815
remanei_genome_00016901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00016904	3238	468	849	728	273	287	85020	78275	91259	23155	49310	33098	41202	32552	19063
remanei_genome_00016906	9908	10984	6416	5717	4939	5984	1464	1304	2009	1396	3522	1862	8648	6806	6759
remanei_genome_00016907	1555	933	763	652	575	835	22426	23448	15306	6245	10041	5021	6414	5752	4811
remanei_genome_00016908	71	75	30	186	82	160	378	262	457	424	490	390	586	513	402
remanei_genome_00016909	3	5	3	7	14	31	5	0	0	37	38	36	4	21	14
remanei_genome_00016912	1069	1164	958	2130	2166	4383	578	599	639	2044	5373	2702	9861	7934	7143
remanei_genome_00016916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00016917	399	469	252	515	259	384	196	130	232	345	569	390	3948	3268	4346
remanei_genome_00016913	11661	10710	4651	5779	4916	4035	6146	5035	8071	2502	6298	5087	14296	9198	12330
remanei_genome_00016914	16729	13995	10745	10147	7164	8835	3284	1710	3143	3268	6096	4583	10977	7972	8480
remanei_genome_00016915	11634	9465	2038	9037	4932	5321	1345	1316	2554	1827	5288	3791	16744	10668	14667
remanei_genome_00016918	7028	7411	7569	7258	5391	9890	1555	850	1075	1320	1412	689	791	878	935
remanei_genome_00016919	2200	1675	334	1803	839	929	779	668	1393	474	1035	969	3028	2015	2460
remanei_genome_00016920	1033	763	138	741	378	489	405	323	565	235	497	387	1179	825	1068
remanei_genome_00016921	7241	5369	4807	3839	2498	3246	3563	2547	4263	1533	3563	2895	5721	4095	4368
remanei_genome_00016924	577	5	64	130	6	10	12919	13434	11822	3098	6746	3465	3482	2734	2189
remanei_genome_00016926	764	608	890	327	321	409	272	182	159	197	355	170	521	333	416
remanei_genome_00016928	2620	2051	1156	2748	1624	1899	1719	1008	1425	3385	2797	2451	5327	4845	4280
remanei_genome_00016922	19083	14792	9853	11516	7339	7239	3259	2389	3316	2805	5302	4237	8555	6340	6749
remanei_genome_00016923	7141	7700	3138	4761	3924	4646	1732	1796	2284	1659	3623	1973	5923	4836	4815
remanei_genome_00016925	1010	38	107	188	22	44	20281	19178	12315	5315	9347	4826	4241	3731	3027
remanei_genome_00016927	19395	15406	4466	13566	7274	7886	5063	3876	7088	3260	6546	5157	20955	13643	16702
remanei_genome_00016929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00016930	8	6	11	30	28	88	82	90	84	96	98	76	176	82	98
remanei_genome_00016932	1166	12	102	324	8	26	27631	24410	18438	6278	11156	4792	5477	3647	3663
remanei_genome_00016933	29	28	9	139	105	218	41	34	43	298	599	463	490	566	402
remanei_genome_00016934	96	0	20	39	0	12	2328	1424	2123	463	857	758	958	869	754
remanei_genome_00016937	292	103	174	823	376	1739	205	143	165	641	723	440	696	475	476
remanei_genome_00016940	159	52	79	338	229	853	87	62	23	232	3806	471	2332	3154	2199
remanei_genome_00016941	20	4	8	17	9	19	184	188	120	40	122	58	177	183	165
remanei_genome_00016931	604	569	332	1181	690	1154	256	167	209	1483	2215	1352	5527	6033	4666
remanei_genome_00016935	59	58	60	72	63	141	22	5	40	88	179	69	295	214	216
remanei_genome_00016936	1633	1715	1153	3763	2472	6338	981	836	1155	3581	10082	4752	22118	20568	17179
remanei_genome_00016938	607	68	144	528	166	452	7914	7778	5473	2473	3866	1747	2205	2027	1535
remanei_genome_00016939	304	29	35	1200	103	263	5576	2610	3070	60464	71038	57596	25649	22101	18128
remanei_genome_00016944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00016946	4790	4907	4562	3601	3020	4752	2505	1634	1610	1992	2690	1583	1836	1892	1518
remanei_genome_00016947	19	27	2	22	3	11	2	3	5	33	15	37	344	386	245
remanei_genome_00016950	26465	23298	23863	42614	30525	76876	32288	28740	22316	45995	57804	20774	20185	19028	15578
remanei_genome_00016952	8534	7597	4625	6318	3664	4693	8932	5577	6608	4697	6948	5657	9720	8270	8125
remanei_genome_00016942	14703	14860	5886	10139	7058	7965	5254	5598	8057	3988	8167	6060	16320	12321	14160
remanei_genome_00016943	0	3	10	21	5	6	0	0	0	2	4	2	0	0	0
remanei_genome_00016945	2	0	0	1	0	11	4	0	0	6	9	4	6	22	18
remanei_genome_00016948	70	45	44	506	285	873	170	65	59	1239	410	332	303	429	309
remanei_genome_00016949	1931	2287	1986	3961	3925	11172	971	976	1017	4634	7092	3026	2579	2475	2214
remanei_genome_00016951	14244	11845	9755	14695	11536	16317	14556	10570	12589	25970	19423	15591	17897	16501	15491
remanei_genome_00016953	16738	19358	14784	12616	12982	20870	20288	27540	23305	13868	29811	15978	24852	20230	18714
remanei_genome_00016956	574	365	232	1232	695	1310	421	368	467	983	1396	1236	1921	1592	1166
remanei_genome_00016957	494	346	247	2268	1118	1390	596	506	763	2135	7224	2285	31758	23137	29124
remanei_genome_00016954	23445	21753	17647	16590	12545	14415	8036	4999	5975	7445	8778	5748	9865	9948	8391
remanei_genome_00016955	13834	11814	8993	9863	7940	9165	2458	1800	2460	6126	8144	5958	13010	12075	10959
remanei_genome_00016958	216	8	38	38	10	10	5580	3456	2880	1358	2054	1605	2008	1276	1166
remanei_genome_00016959	89	0	11	20	4	4	2191	1451	1394	497	661	534	686	385	406
remanei_genome_00016963	1599	2888	2303	9303	14916	22930	4930	4987	2459	17618	16381	9661	3630	2829	2608
remanei_genome_00016966	12	40	8	134	74	132	42	24	14	185	204	64	428	464	393
remanei_genome_00016960	303	239	124	852	325	1001	238	256	329	1824	3456	2750	9797	8244	7445
remanei_genome_00016961	133	93	58	202	111	384	43	70	101	813	1551	1182	3523	2111	2696
remanei_genome_00016962	206	2	20	50	14	22	4588	4743	3937	1011	2191	1771	1641	1257	1375
remanei_genome_00016964	301	297	222	2099	2020	2316	584	541	396	2775	4666	2774	2485	2337	2298
remanei_genome_00016965	1336	36	128	411	175	613	21407	29286	27314	5193	11516	7127	10511	7880	7419
remanei_genome_00016967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00016968	10	4	2	84	10	10	6	6	0	190	44	4	310	302	132
remanei_genome_00016969	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0
remanei_genome_00016971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00016970	16	6	6	44	8	52	6	18	10	65	106	38	1130	1432	1085
remanei_genome_00016972	131	80	125	463	308	696	131	154	251	1167	1767	748	3171	3115	2463
remanei_genome_00016973	4641	4043	4739	43006	22310	92120	10230	11240	14921	134730	209655	106559	213506	134665	148123
remanei_genome_00016979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00016980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00016981	696	644	974	388	342	507	296	162	244	134	390	217	232	196	198
remanei_genome_00016988	20963	22861	16903	13593	10547	12676	6803	4312	5459	2051	2717	2469	3412	2928	4140
remanei_genome_00016990	9656	8210	8292	10674	10829	24941	13427	13240	10567	7846	16152	6221	6080	6292	5112
remanei_genome_00016974	1798	281	381	3006	1026	2053	1384	516	570	2550	2098	914	1902	1913	1484
remanei_genome_00016975	2	10	4	1	4	10	0	2	0	8	1	0	20	10	0
remanei_genome_00016976	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
remanei_genome_00016977	2	7	0	0	4	2	0	0	0	0	4	0	2	0	0
remanei_genome_00016978	31	16	8	56	32	95	35	36	37	45	77	31	97	30	30
remanei_genome_00016982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00016983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00016984	11	38	26	20	12	14	6	16	6	0	8	14	26	2	0
remanei_genome_00016985	0	0	2	18	2	10	6	0	0	24	162	14	110	260	126
remanei_genome_00016986	73	48	55	276	203	438	154	109	136	554	1126	481	2627	2771	2068
remanei_genome_00016987	38	52	52	99	92	346	212	171	144	107	1544	286	950	930	765
remanei_genome_00016989	4914	4594	4125	3315	3051	4275	1493	988	1252	1896	2924	1726	3667	2931	3065
remanei_genome_00016991	91	76	128	438	200	604	174	156	162	1114	949	417	1141	1524	931
remanei_genome_00016993	630	495	413	1770	1557	3961	756	663	854	3630	7114	3167	7027	6448	4717
remanei_genome_00016995	11534	9848	9871	10432	8315	12906	8026	7046	5590	10372	10180	4338	4603	5041	3978
remanei_genome_00016999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00017003	6144	5244	4219	4531	2991	3697	1764	811	1184	1335	1333	1051	1555	1555	1606
remanei_genome_00017004	10229	10051	6632	9982	8709	14562	5516	6992	5251	5819	12111	5596	8897	8268	7230
remanei_genome_00017005	10067	8547	8260	6213	5437	7613	5880	4673	4685	4068	8208	4118	5758	4344	4650
remanei_genome_00017006	200	122	163	183	137	141	109	113	158	150	366	148	419	393	267
remanei_genome_00016992	6	0	4	46	38	51	2	10	2	181	2259	424	1978	1898	780
remanei_genome_00016994	0	4	2	15	4	10	1	0	3	8	20	2	0	10	4
remanei_genome_00016996	13	50	8	43	36	16	28	13	22	40	54	48	98	52	78
remanei_genome_00016997	24	8	0	12	10	28	406	318	341	68	119	70	36	131	84
remanei_genome_00017001	8121	8126	7316	5116	4391	6737	6322	5692	5758	4063	8773	3100	4273	3450	3072
remanei_genome_00017002	5223	5346	4161	3361	2649	3241	1207	957	1250	1444	2433	1487	2527	2477	2216
remanei_genome_00016998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00017000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
remanei_genome_00017009	1127	10	78	218	15	20	26754	15307	13129	6746	7678	7360	8394	6684	5672
remanei_genome_00017012	46	20	24	178	112	506	112	140	136	238	390	158	154	198	100
remanei_genome_00017014	0	0	2	0	0	0	1	0	2	0	5	12	0	0	0
remanei_genome_00017015	16	12	8	20	6	4	46	26	29	20	25	4	52	6	2
remanei_genome_00017016	2	6	0	4	0	10	17	16	5	4	13	8	0	2	10
remanei_genome_00017007	51	24	11	578	289	609	41	32	24	649	555	292	506	598	365
remanei_genome_00017008	54	24	42	166	105	194	36	50	32	326	381	170	1522	1600	990
remanei_genome_00017010	18840	16928	14966	16872	12982	21834	25039	21724	16575	19601	22031	10222	13243	12072	10133
remanei_genome_00017011	13540	13777	14635	11148	10336	16867	3988	3201	2867	5753	8352	3728	5463	4807	3962
remanei_genome_00017013	6	6	2	0	8	18	260	294	231	70	214	150	334	461	246
remanei_genome_00017017	238	146	134	7115	3218	10623	174	296	980	6846	11641	8881	18606	11293	8573
remanei_genome_00017018	606	332	316	1401	1066	1263	565	364	433	2053	2165	1518	1997	1362	1270
remanei_genome_00017019	52	56	31	77	30	42	66	96	48	34	58	48	50	58	58
remanei_genome_00017022	0	9	2	15	4	0	0	0	0	4	0	2	8	13	1
remanei_genome_00017024	0	3	4	3	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00017020	1493	2128	1599	1152	1323	1345	82	24	69	127	37	112	136	258	260
remanei_genome_00017021	34	94	68	41	30	44	6	8	0	27	8	0	15	18	6
remanei_genome_00017023	28	87	28	18	12	21	0	1	0	8	0	0	46	28	15
remanei_genome_00017027	290	230	407	102	151	173	193	131	214	103	184	97	102	62	67
remanei_genome_00017029	13888	13785	9691	7601	6708	6501	2147	1403	2108	1674	3033	1880	4560	4031	3859
remanei_genome_00017030	15806	15294	13215	11128	11055	14607	4545	4309	4207	5296	11676	6140	9833	8597	7730
remanei_genome_00017033	1135	63	242	449	112	182	25646	24264	18922	6566	10342	6198	6206	5197	4158
remanei_genome_00017034	578	211	155	2535	1257	1916	369	405	243	1522	3230	1994	2142	2752	1958
remanei_genome_00017037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00017038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00017026	8605	8110	7580	3823	3843	4614	2499	2150	2831	945	2666	1602	1455	1089	1341
remanei_genome_00017028	12799	12878	4677	6522	5670	4786	19347	21049	20928	5508	12021	7617	11843	9299	9943
remanei_genome_00017031	500	418	414	363	203	272	142	119	134	182	1890	130	1908	3229	2697
remanei_genome_00017032	113108	136415	127631	46329	55477	66026	3840	2080	4203	2894	2245	4378	4552	5355	8732
remanei_genome_00017035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00017036	748	493	355	1810	1000	2184	774	669	683	3532	5140	2555	11166	10357	8168
remanei_genome_00017039	215	138	115	855	535	1227	364	354	306	1137	2062	1087	1945	2374	1825
remanei_genome_00017040	309	2	58	50	10	2	7805	7132	4691	1819	2802	1476	1526	1175	1140
remanei_genome_00017025	6	4	6	0	2	6	6	0	0	2	5	0	32	10	3
remanei_genome_00017045	10495	11507	8979	8341	6921	7834	2787	2181	2402	1684	2155	1430	1919	1938	2526
remanei_genome_00017046	68	44	50	62	62	81	268	218	296	132	210	188	1044	1436	1410
remanei_genome_00017041	720	737	649	649	377	785	471	351	418	665	2237	606	1851	1256	940
remanei_genome_00017042	2648	2314	972	2442	1698	1720	5107	5947	6329	3112	5423	2937	6386	5176	5307
remanei_genome_00017043	10041	8041	8782	7259	6092	11022	10140	10782	9884	4618	15821	7957	9810	8476	7274
remanei_genome_00017044	13618	14929	9065	7916	7359	8516	3015	2837	4094	2295	5158	3455	9037	7702	7765
remanei_genome_00017047	10	0	2	77	44	144	15	26	17	96	174	148	38	66	28
remanei_genome_00017048	681	234	406	1447	1000	2235	594	232	308	1232	610	582	502	533	429
remanei_genome_00017050	8	4	0	18	0	10	4	2	2	50	2	0	292	292	152
remanei_genome_00017051	452	355	553	967	714	1454	385	228	290	1255	1515	1049	3542	3637	2683
remanei_genome_00017052	1824	770	728	5596	5121	5384	15836	18155	19817	8534	12589	8102	13409	11264	10951
remanei_genome_00017054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00017057	322	220	338	890	849	2204	282	244	264	766	2200	967	1978	1702	1320
remanei_genome_00017049	18	0	0	30	10	18	10	0	18	26	45	24	76	186	44
remanei_genome_00017053	5303	7077	4960	2979	3248	3770	131	51	227	258	330	318	2522	2090	1916
remanei_genome_00017055	17	2	10	40	51	129	8	2	13	41	935	114	563	677	567
remanei_genome_00017056	146	164	100	639	524	856	191	158	169	951	2004	896	2443	2245	2071
remanei_genome_00017058	5666	6012	2899	3106	2433	2492	6273	7040	9041	1806	5810	3428	8706	5807	6453
remanei_genome_00017059	7162	7434	3501	5283	3758	4520	785	645	1205	1143	1958	1170	4822	3955	4221
remanei_genome_00017060	483	332	408	2869	3110	7090	3925	4367	4513	4780	9867	5227	5886	5391	4711
remanei_genome_00017061	3	0	0	10	4	6	14	0	4	22	19	2	24	34	12
remanei_genome_00017065	172	150	200	3577	2722	9722	294	278	503	7527	7196	2450	1837	1637	1096
remanei_genome_00017067	165	107	69	427	235	587	117	88	109	692	1175	752	2592	2820	1971
remanei_genome_00017072	148	140	150	889	796	1624	172	120	230	865	2411	1440	1338	1078	737
remanei_genome_00017062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00017063	76	80	225	550	252	5634	87	108	142	445	33209	1086	1564	1986	1863
remanei_genome_00017064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00017066	931	26	90	222	20	47	22693	24249	18353	4650	11278	5417	6759	4941	4995
remanei_genome_00017068	580	708	362	436	348	293	245	196	176	72	151	111	106	63	135
remanei_genome_00017069	154	58	54	418	147	250	102	77	65	1186	408	335	718	787	377
remanei_genome_00017070	2618	48	142	430	26	78	48702	44000	33056	11194	19397	14217	15573	12110	11840
remanei_genome_00017071	269	157	143	486	347	673	57	44	76	504	990	635	3302	2982	2168
remanei_genome_00017073	3003	1898	1893	5758	5183	8022	1857	1089	1073	7545	7481	4700	10536	12660	9693
remanei_genome_00017074	331	26	47	128	36	50	8021	7547	6587	1537	2728	1866	2387	2130	1660
remanei_genome_00017076	1931	1491	1499	1988	1423	1789	1512	843	886	2342	2180	1208	1145	837	798
remanei_genome_00017077	28	11	8	53	39	39	61	71	57	111	68	62	114	124	114
remanei_genome_00017080	10	30	18	98	50	168	20	16	8	118	143	84	1112	948	739
remanei_genome_00017075	59660	59919	48191	37387	34318	50009	6480	5638	7450	9466	26926	20571	26226	25600	26642
remanei_genome_00017078	16	1	2	54	2	69	4	12	7	51	26	2	35	34	38
remanei_genome_00017079	4	0	0	257	84	0	82	4	12	1153	26	0	0	0	4
remanei_genome_00017081	26	29	16	356	227	318	41	27	52	388	512	311	6426	5105	2903
remanei_genome_00017082	14440	13553	9534	10350	8692	11868	11502	11274	11527	7087	17843	9555	15766	14038	13023
remanei_genome_00017083	10683	10878	4107	11158	5678	8952	3214	2591	3032	6851	12549	8531	14773	11668	13724
remanei_genome_00017084	142402	121177	82291	113578	82756	110932	43302	30123	35707	68656	142354	100442	155170	131360	123036
remanei_genome_00017085	782	593	59	615	386	289	185	217	320	183	605	350	1375	970	1319
remanei_genome_00017086	11396	8365	5190	6912	4862	6791	3894	3263	4759	3701	8925	5715	14484	10618	11603
remanei_genome_00017087	218	249	134	110	124	178	901	723	689	215	313	153	2818	2781	2131
remanei_genome_00017089	2545	2448	2326	1319	1400	1354	648	487	456	388	436	429	368	323	425
remanei_genome_00017090	7787	8543	5662	4667	3743	3731	2582	1865	1905	1017	1956	1262	1654	938	1250
remanei_genome_00017094	13272	12637	13096	14878	14364	34919	15336	13152	10487	13782	25123	11794	13566	12981	9886
remanei_genome_00017096	18326	14705	11428	12626	8552	11014	5510	3896	4775	4830	8290	5846	8786	8945	8852
remanei_genome_00017088	32698	29368	30964	37095	34007	91599	40762	36925	31440	46732	77172	31407	32598	30495	26785
remanei_genome_00017091	2469	401	540	1309	577	1128	40496	44147	35026	11446	25205	13477	16710	14720	12170
remanei_genome_00017092	23637	21142	13931	21476	12805	19179	62476	60746	58170	33207	50653	34082	45527	41763	34930
remanei_genome_00017093	22026	24311	14130	12561	10730	13697	14605	19530	19681	5904	20290	9113	18307	14484	15570
remanei_genome_00017095	2010	1534	1969	1076	943	1294	782	558	702	447	899	681	952	647	807
remanei_genome_00017097	52	56	20	28	22	26	2	4	4	6	0	2	80	110	50
remanei_genome_00017098	17	17	6	17	10	27	4	0	0	13	8	7	116	40	5
remanei_genome_00017100	18515	16756	12398	14163	13304	20940	17238	20795	22954	9307	28101	18016	25660	20755	23031
remanei_genome_00017102	1317	20	82	330	8	24	23162	17076	25079	6306	10609	14085	27251	18866	19550
remanei_genome_00017099	18	10	6	2	2	7	6	4	14	22	8	16	2	26	13
remanei_genome_00017101	11183	11024	8443	6288	5530	5661	3249	2170	2930	1409	2380	1775	1854	1387	1940
remanei_genome_00017103	26	24	22	15	12	12	0	0	0	4	0	0	0	2	5
remanei_genome_00017104	4	0	8	40	18	62	6	12	18	80	26	23	12	24	32
remanei_genome_00017105	86	114	94	81	92	81	28	20	29	66	57	25	65	18	38
remanei_genome_00017106	36815	31527	26456	37880	27426	52463	20754	18411	17106	28763	43761	17881	29916	28045	24311
remanei_genome_00017110	7796	8215	5687	7313	5313	9604	5480	5190	5632	7532	9351	5438	9991	9317	7874
remanei_genome_00017107	7031	7206	2645	5016	3918	4573	625	672	1142	2213	5058	2833	14376	12036	12646
remanei_genome_00017108	5973	6721	5277	3817	3279	4231	4224	3901	4382	2081	4077	2326	4001	3468	3737
remanei_genome_00017109	897	1293	839	846	818	1190	168	172	140	645	593	372	504	590	484
remanei_genome_00017111	1426	710	707	12131	7987	15657	1780	1890	2350	27381	28184	12813	24221	27368	16640
remanei_genome_00017112	9	5	11	1	1	12	4	0	0	4	8	0	10	6	4
remanei_genome_00017113	20	38	25	38	10	54	48	24	20	341	118	66	256	96	88
remanei_genome_00017115	4	15	13	0	6	12	2	0	0	8	2	0	10	13	33
remanei_genome_00017117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00017119	6	19	18	19	4	27	7	8	12	36	35	10	109	124	59
remanei_genome_00017121	2	0	0	2	2	0	0	4	0	0	2	0	0	8	0
remanei_genome_00017123	52	60	56	34	22	39	4	2	1	6	0	12	30	33	1
remanei_genome_00017127	80	6	6	14	0	0	2839	2013	2390	673	1532	1677	1819	1849	1782
remanei_genome_00017128	314	6	6	66	6	8	6943	3997	4656	1544	1933	1867	2410	2596	1680
remanei_genome_00017129	24	16	26	25	6	14	2	0	4	6	2	2	46	22	0
remanei_genome_00017130	38	58	12	72	14	47	18	6	26	278	324	320	1194	1456	1195
remanei_genome_00017131	1361	22	94	260	10	18	26317	30924	32282	6213	16107	8438	11881	9070	8678
remanei_genome_00017114	15	6	8	18	24	10	5	2	1	12	5	16	31	2	8
remanei_genome_00017116	2	0	0	0	1	0	0	0	0	0	0	0	2	0	4
remanei_genome_00017120	22	32	22	23	18	52	103	50	71	54	69	30	88	33	44
remanei_genome_00017122	152	4	0	31	0	1	3402	2280	2721	825	1762	1778	2447	1950	1617
remanei_genome_00017124	0	0	0	0	2	2	0	0	0	0	0	0	26	12	0
remanei_genome_00017125	6071	7346	3758	3773	2967	3603	868	946	1412	1020	2152	1335	5882	4816	4558
remanei_genome_00017126	6	2	2	10	2	2	122	142	90	44	71	22	45	42	34
remanei_genome_00017118	18	3	2	132	10	10	8	3	4	223	9	25	1644	2431	915
remanei_genome_00017133	15495	14126	5278	10036	7597	7763	515	497	988	1512	2030	1864	6864	6303	7625
remanei_genome_00017134	7843	3797	3710	3150	2205	2637	102272	112599	88811	21899	40851	20374	25622	18433	15076
remanei_genome_00017135	22	42	28	146	94	178	124	76	82	100	494	158	1162	998	690
remanei_genome_00017136	15391	22210	36286	233721	215474	977395	23980	40900	39911	298658	920718	524252	313724	266387	228790
remanei_genome_00017137	28	8	3	139	68	139	111	62	84	367	412	267	219	320	264
remanei_genome_00017132	48	40	22	86	38	92	304	259	213	228	336	248	894	904	868
remanei_genome_00017141	22	0	12	27	3	3	1059	670	765	194	311	375	609	373	272
remanei_genome_00017142	80	2	21	15	4	2	1429	1006	1209	312	426	576	626	405	416
remanei_genome_00017143	30	1	4	24	1	0	415	343	345	85	150	186	165	119	96
remanei_genome_00017145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00017147	20	19	6	9	2	4	5	2	5	7	6	3	0	10	19
remanei_genome_00017148	104	6	23	37	0	7	1744	1532	1881	403	1092	869	1085	821	823
remanei_genome_00017150	484	292	400	900	688	1993	328	282	437	705	2590	1279	1924	2473	1636
remanei_genome_00017138	70	96	60	47	58	68	150	137	210	44	514	118	178	76	92
remanei_genome_00017139	810	290	295	2698	1225	1848	960	620	626	2636	3775	2381	4463	4478	3326
remanei_genome_00017140	39	30	24	150	124	256	52	33	56	302	580	387	960	683	561
remanei_genome_00017144	1018	126	221	379	158	209	16950	12473	13909	3550	6772	5305	5796	4528	4213
remanei_genome_00017146	20	16	16	10	8	16	8	0	0	0	2	2	14	14	10
remanei_genome_00017151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
remanei_genome_00017152	1320	538	419	2123	1513	2911	4195	3452	5025	3255	7466	5545	18082	14830	13840
remanei_genome_00017153	27	2	0	54	19	125	79	69	79	112	153	123	725	387	530
remanei_genome_00017149	10	6	23	22	23	313	3	4	6	8	1720	141	116	48	64
remanei_genome_00017155	511	387	192	1078	522	993	376	222	190	2241	3388	1628	5046	4767	3814
remanei_genome_00017156	269	302	283	173	163	270	134	177	154	195	516	185	12305	13477	13113
remanei_genome_00017160	11442	11395	11686	9218	7875	12412	5840	4610	4071	5898	7134	3505	3747	3763	3086
remanei_genome_00017161	17144	19762	10103	10344	9540	8467	2484	2080	3332	2042	3547	2185	4832	4462	5476
remanei_genome_00017163	281	434	340	275	279	336	36	16	38	34	13	44	59	28	70
remanei_genome_00017165	670	16	76	178	24	9	13653	11083	12775	3256	6205	5417	6216	4944	4744
remanei_genome_00017154	25131	19485	17236	34583	25445	62567	12347	9494	11232	23374	51032	31339	52405	50284	44912
remanei_genome_00017157	4681	5360	2780	3160	2255	2252	5632	6278	5848	1587	3740	1981	2501	2295	2618
