Geneid	8FG1	8FG2	8FG3	8FS1	8FS2	8FS3	8MG1	8MG2	8MG3	8MS1	8MS2	8MS3	8WM1	8WM2	8WM3
latens_genome_00022904	5	3	0	9	3	8	9	3	0	0	3	5	77	62	43
latens_genome_00022905	88	12	16	151	48	86	29	32	4	49	54	42	175	151	154
latens_genome_00022906	24	18	30	10	12	6	6	2	0	0	0	6	9	18	4
latens_genome_00022908	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
latens_genome_00022910	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0
latens_genome_00022911	4	2	8	0	0	6	0	0	0	0	0	6	4	14	0
latens_genome_00022913	68	7	30	192	54	181	158	107	23	411	255	72	1620	1118	1392
latens_genome_00022903	38	20	46	194	72	166	74	18	6	232	164	56	643	625	303
latens_genome_00022907	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0
latens_genome_00022909	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0
latens_genome_00022912	32	6	38	66	20	61	30	25	3	125	119	43	203	190	152
latens_genome_00022745	24	36	14	12	19	10	16	2	1	2	4	2	44	64	2
latens_genome_00022746	3906	4254	3380	2946	3430	2366	332	210	136	122	124	167	884	2010	996
latens_genome_00022749	8663	8449	11116	6409	7012	7241	3211	2266	1144	1679	1194	643	1102	1640	1192
latens_genome_00022750	771	660	793	480	348	395	269	179	15	130	98	29	78	154	143
latens_genome_00022752	4546	5258	5380	3320	2786	2439	954	991	347	545	514	233	789	2131	721
latens_genome_00022756	948	1052	1318	784	979	738	378	494	136	178	162	68	68	308	112
latens_genome_00022763	4228	5134	3741	3031	3201	1673	840	1357	123	432	591	68	238	1082	557
latens_genome_00022767	9851	12002	10241	7523	6981	4626	3523	4427	1219	2095	1931	691	1286	2868	1723
latens_genome_00022768	2160	3162	2028	1700	1684	948	430	710	51	306	351	80	380	670	455
latens_genome_00022770	934	972	1244	540	514	596	420	730	867	180	168	305	170	332	187
latens_genome_00022771	5289	5987	5384	3770	3650	2529	1993	3400	292	1145	1225	252	693	1717	602
latens_genome_00022772	2430	2626	1778	2024	2154	1340	316	386	426	178	372	211	276	1396	428
latens_genome_00022773	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
latens_genome_00022774	5	9	7	2	2	0	1	1	0	0	1	0	12	12	0
latens_genome_00022747	112	121	151	47	98	99	132	230	27	52	89	18	91	84	61
latens_genome_00022748	4658	5751	4585	3497	3664	3085	1343	969	893	646	611	562	615	1290	1053
latens_genome_00022751	4196	5120	3482	3217	2824	1829	754	863	157	415	565	154	608	1871	649
latens_genome_00022753	478	226	154	164	114	132	6769	10475	919	2679	2992	353	1065	406	443
latens_genome_00022754	5015	7658	6463	3810	5096	3221	4332	5057	1953	1602	1865	945	2469	2664	1288
latens_genome_00022755	5035	6493	6326	3654	4269	3401	1825	2103	609	960	877	337	1175	2181	887
latens_genome_00022757	267	264	266	198	284	222	102	211	10	80	86	8	71	103	47
latens_genome_00022759	380	380	636	213	229	290	145	166	269	90	69	112	26	160	71
latens_genome_00022761	4979	5823	6549	3435	3833	3327	1243	1238	501	606	552	341	760	1973	809
latens_genome_00022762	785	967	993	585	420	311	94	168	6	79	69	26	74	218	124
latens_genome_00022764	687	861	575	434	562	252	236	203	68	200	186	14	56	176	91
latens_genome_00022765	1675	2057	2152	1226	1290	1104	1247	1011	369	488	389	164	275	608	211
latens_genome_00022766	2020	1541	1582	1627	1314	1041	438	274	360	151	190	270	687	1334	740
latens_genome_00022769	3515	4061	3481	2495	2923	1527	899	1220	316	458	570	151	390	1144	528
latens_genome_00022775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00022758	4	2	8	4	11	5	3	5	3	2	6	1	1	3	3
latens_genome_00022760	5	3	5	2	3	1	2	4	2	0	3	0	1	0	4
latens_genome_00023056	14	10	12	7	4	14	4	4	2	4	4	0	20	12	6
latens_genome_00023058	602	806	906	468	420	458	12	10	2	2	8	22	92	274	84
latens_genome_00023057	54	51	82	28	34	11	365	525	50	44	112	30	194	70	114
latens_genome_00018645	12	0	4	0	4	6	0	0	0	0	3	0	42	8	16
latens_genome_00018646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018648	0	3	2	12	0	2	0	0	0	0	0	0	22	16	6
latens_genome_00018649	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
latens_genome_00018650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018652	4	10	4	12	6	0	0	0	0	0	0	0	21	22	14
latens_genome_00018656	2	6	4	16	14	34	14	8	6	66	70	20	148	184	70
latens_genome_00018657	2	0	2	10	8	6	2	0	0	0	2	4	12	41	21
latens_genome_00018658	0	10	4	46	30	38	14	2	0	30	38	26	102	107	46
latens_genome_00018659	2	18	4	28	44	42	12	8	0	82	126	20	154	94	118
latens_genome_00018660	447	172	213	1332	1086	1577	522	212	56	1584	1512	769	5475	4051	3764
latens_genome_00018661	2	6	0	14	0	0	4	6	0	36	16	26	24	26	28
latens_genome_00018647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018653	0	0	0	0	0	0	30	54	8	36	49	6	4	6	2
latens_genome_00018654	0	2	0	20	16	26	51	88	6	213	266	30	160	119	96
latens_genome_00018655	0	0	0	2	2	12	2	2	0	8	24	2	33	6	16
latens_genome_00018663	6	0	0	96	4	46	14	72	2	1470	2836	476	498	418	192
latens_genome_00018667	0	0	0	6	0	0	0	0	0	4	1	2	0	2	6
latens_genome_00018668	2	0	0	3	0	2	0	10	0	6	30	18	0	14	4
latens_genome_00018673	8	0	6	38	2	42	95	101	6	431	753	125	634	482	482
latens_genome_00018674	4	0	6	5	0	18	63	92	12	215	307	62	334	148	181
latens_genome_00018675	2	15	2	10	4	3	4	0	0	2	9	0	6	0	2
latens_genome_00018676	110	172	198	162	176	124	116	100	24	282	337	114	795	578	412
latens_genome_00018677	28	59	38	88	60	69	23	28	8	178	270	101	501	392	340
latens_genome_00018678	16	27	12	6	24	21	4	4	4	45	42	26	104	77	61
latens_genome_00018662	18	6	6	56	68	76	28	14	8	230	406	59	142	146	104
latens_genome_00018664	18	28	24	12	2	6	16	14	2	72	74	14	44	20	30
latens_genome_00018665	0	0	2	16	10	0	8	4	0	66	50	10	60	75	34
latens_genome_00018666	14	9	12	30	22	44	37	18	6	105	123	36	175	142	144
latens_genome_00018669	4	2	0	6	4	12	36	10	0	250	296	82	252	190	154
latens_genome_00018670	0	0	0	0	0	0	0	0	0	6	0	0	0	2	4
latens_genome_00018671	6	0	0	2	4	6	35	40	0	92	122	14	56	20	24
latens_genome_00018672	0	0	0	10	0	10	10	18	4	118	165	12	242	132	110
latens_genome_00018679	138	182	181	93	104	82	36	18	6	84	83	47	656	555	357
latens_genome_00018680	44	46	52	100	76	71	28	2	0	76	86	44	142	168	131
latens_genome_00018681	1091	1332	1124	1461	1544	1478	198	91	34	482	684	329	3578	3511	2284
latens_genome_00018682	6	2	0	4	2	4	0	0	0	0	0	0	4	4	0
latens_genome_00018692	20	46	76	32	4	38	0	0	0	0	0	0	18	32	6
latens_genome_00018699	398	222	248	1149	1011	1251	337	152	114	634	634	870	1011	852	593
latens_genome_00018700	28	10	16	1382	14	1028	506	2982	135	47846	53082	8620	9227	5442	6040
latens_genome_00018702	2	0	0	2	2	10	0	0	0	12	2	0	1	4	18
latens_genome_00018703	12	6	10	14	16	4	2	14	0	26	12	0	31	4	24
latens_genome_00018683	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2
latens_genome_00018684	0	2	0	2	0	4	0	1	0	0	2	0	6	15	4
latens_genome_00018685	0	0	0	0	0	0	0	0	0	0	0	0	7	0	14
latens_genome_00018686	0	0	0	4	0	0	0	0	0	0	0	2	1	0	0
latens_genome_00018687	0	0	0	0	8	4	0	0	0	0	4	0	12	0	0
latens_genome_00018688	2	4	8	3	4	2	8	0	10	4	11	0	4	13	0
latens_genome_00018689	20	38	60	46	16	26	6	0	0	0	4	0	48	30	22
latens_genome_00018690	0	0	4	2	0	0	30	36	8	90	43	10	32	20	20
latens_genome_00018691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018693	0	0	0	8	14	4	18	0	4	64	65	20	56	43	49
latens_genome_00018694	0	20	0	8	70	0	0	0	0	4	16	0	4	0	12
latens_genome_00018695	0	0	0	0	0	2	0	0	2	0	4	0	4	10	2
latens_genome_00018696	0	0	0	4	0	0	0	0	0	2	10	0	6	4	6
latens_genome_00018697	400	112	142	857	505	625	192	124	18	655	594	230	1302	1332	856
latens_genome_00018698	18	18	14	150	16	56	22	34	16	640	479	174	381	262	354
latens_genome_00018701	661	1190	1278	601	1056	824	34	28	20	122	194	54	440	660	263
latens_genome_00018706	164	278	252	214	284	273	32	48	4	105	156	48	333	482	304
latens_genome_00018710	0	4	8	12	8	16	0	0	0	8	9	0	6	26	14
latens_genome_00018714	32	28	34	192	227	326	30	10	8	236	236	280	626	590	398
latens_genome_00018704	3	4	0	58	6	36	43	240	34	2194	2933	547	770	156	556
latens_genome_00018705	0	0	0	3	2	2	0	0	0	0	4	0	0	2	5
latens_genome_00018707	4	0	8	146	12	76	106	280	28	3571	3287	642	818	810	588
latens_genome_00018708	10	2	4	96	2	30	20	144	0	2589	3516	375	655	652	409
latens_genome_00018709	0	1	0	4	2	10	0	0	0	4	0	0	6	8	6
latens_genome_00018711	49	22	32	374	194	350	62	36	42	574	533	672	1392	1039	981
latens_genome_00018712	28	16	36	111	122	162	22	16	12	110	112	218	729	731	515
latens_genome_00018713	0	0	10	26	12	24	4	10	0	6	10	10	24	32	38
latens_genome_00018715	801	505	572	1034	995	1260	237	76	52	518	576	339	4452	4431	3993
latens_genome_00018716	20	50	10	56	48	68	38	6	6	66	82	24	240	210	205
latens_genome_00018717	66	25	32	76	86	140	10	22	10	70	84	38	132	140	62
latens_genome_00018719	0	0	0	4	2	4	0	0	0	4	10	6	22	14	8
latens_genome_00018720	14	27	10	44	18	34	12	16	0	48	54	14	124	168	75
latens_genome_00018718	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
latens_genome_00018721	2	22	20	18	12	16	0	0	0	16	6	12	132	95	50
latens_genome_00018722	42	36	44	58	10	22	939	478	160	1074	396	125	190	142	172
latens_genome_00018730	2	2	8	7	2	14	4	0	0	3	2	8	28	38	22
latens_genome_00018731	18	17	26	36	6	90	2	0	5	19	31	16	260	153	110
latens_genome_00018732	42	24	50	84	150	224	41	61	10	110	145	100	411	345	283
latens_genome_00018737	25	8	8	46	24	79	226	135	36	443	629	202	809	658	692
latens_genome_00018741	0	0	0	8	2	10	12	12	2	12	20	14	2	0	0
latens_genome_00018743	0	0	0	134	0	72	62	196	0	2504	3817	630	740	616	362
latens_genome_00018745	4	30	10	32	14	28	2	2	4	36	100	10	146	60	68
latens_genome_00018746	24	2	18	46	26	74	21	52	4	14	64	20	64	50	56
latens_genome_00018748	36	63	102	64	113	86	33	10	4	61	34	21	58	76	62
latens_genome_00018724	0	0	0	20	0	6	2	28	0	620	642	88	210	120	148
latens_genome_00018725	2	0	4	37	24	32	16	9	2	220	226	76	138	109	71
latens_genome_00018726	42	56	34	73	44	66	0	4	2	14	42	18	90	152	80
latens_genome_00018727	3	2	18	20	6	26	0	0	2	4	8	8	123	150	59
latens_genome_00018728	12	20	20	4	10	4	0	10	0	8	1	0	22	20	8
latens_genome_00018729	8	0	8	10	6	4	22	20	0	42	14	8	36	48	46
latens_genome_00018733	20	8	14	1073	4	638	608	1000	158	22737	22138	10039	8281	4396	6397
latens_genome_00018734	0	0	0	0	0	1	1	0	0	6	9	4	8	8	7
latens_genome_00018735	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2
latens_genome_00018736	9	4	0	19	10	22	11	0	0	14	42	5	80	76	71
latens_genome_00018738	855	982	475	689	598	458	795	687	190	510	371	154	651	620	424
latens_genome_00018739	1	0	0	10	9	1	2	0	0	10	4	0	12	12	5
latens_genome_00018740	1574	1679	1866	1200	1430	1162	44	14	8	64	54	48	512	1359	588
latens_genome_00018742	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
latens_genome_00018744	0	0	0	4	0	0	0	0	0	0	0	2	0	2	0
latens_genome_00018747	2	4	4	0	0	2	0	0	2	0	0	0	2	6	4
latens_genome_00018723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018753	0	2	0	14	8	8	2	4	0	32	0	0	133	117	40
latens_genome_00018754	2	8	0	18	18	14	36	58	20	26	50	10	73	58	32
latens_genome_00018755	6	2	6	20	5	10	0	0	0	18	12	4	114	91	48
latens_genome_00018758	286	369	342	242	258	256	0	2	0	0	4	10	120	202	74
latens_genome_00018749	0	0	14	2	2	0	0	0	0	0	0	2	10	8	0
latens_genome_00018750	32	23	38	22	51	30	10	18	8	17	18	8	108	88	42
latens_genome_00018751	0	0	0	0	2	0	0	0	0	6	12	0	0	6	8
latens_genome_00018752	0	0	0	0	2	6	0	0	0	22	18	4	31	22	6
latens_genome_00018756	12	0	6	180	108	122	18	4	0	142	84	24	456	350	232
latens_genome_00018757	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
latens_genome_00018761	4	16	30	6	18	14	0	0	0	0	0	0	4	6	4
latens_genome_00018762	24	28	68	22	42	26	41	27	5	190	89	36	59	65	48
latens_genome_00018764	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0
latens_genome_00018766	2218	68	1174	3624	630	2168	733	448	38	1096	634	264	34	146	70
latens_genome_00018769	2	6	12	33	72	49	12	2	0	40	41	24	96	104	70
latens_genome_00018772	0	0	0	2	1	0	0	0	0	0	8	0	4	10	3
latens_genome_00018773	4	9	6	20	14	16	8	2	0	22	23	4	36	30	19
latens_genome_00018776	1	6	2	15	1	5	0	2	0	2	10	0	30	14	20
latens_genome_00018778	11	12	22	17	4	13	2	0	0	2	0	4	34	29	38
latens_genome_00018779	2	0	0	2	2	5	0	0	0	2	0	0	1	5	2
latens_genome_00018780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018781	43	52	54	56	52	106	4	8	10	22	42	20	279	212	193
latens_genome_00018782	2	2	0	0	6	4	0	0	0	4	2	0	6	10	0
latens_genome_00018783	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
latens_genome_00018784	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8
latens_genome_00018759	0	0	0	0	0	0	0	0	0	0	0	0	4	12	4
latens_genome_00018760	28	24	38	16	20	22	0	0	0	0	4	2	4	10	6
latens_genome_00018763	0	8	29	7	14	4	14	20	0	8	30	11	20	10	10
latens_genome_00018767	24	4	14	28	6	28	14	8	4	18	4	0	6	0	2
latens_genome_00018770	140	320	156	130	178	126	0	0	0	0	0	6	34	142	30
latens_genome_00018771	663	678	774	568	620	452	2	4	2	6	11	4	200	615	202
latens_genome_00018774	12	28	2	26	14	34	10	2	0	22	16	2	92	83	78
latens_genome_00018775	11	24	20	21	14	23	9	14	0	51	76	15	49	47	18
latens_genome_00018777	0	0	0	0	8	0	0	0	0	0	0	0	5	0	0
latens_genome_00018785	8	31	42	121	592	321	26	21	0	250	190	88	1151	1190	1040
latens_genome_00018768	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0
latens_genome_00018765	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
latens_genome_00018786	20	28	12	16	22	36	4	0	0	6	5	6	43	49	50
latens_genome_00018787	1105	1282	1228	780	982	836	6	2	0	10	38	22	396	1141	400
latens_genome_00018788	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018789	5	1	3	10	2	4	26	22	0	78	82	34	111	20	24
latens_genome_00018791	697	309	545	1426	1916	2145	574	620	153	1048	1666	642	933	1124	974
latens_genome_00018792	14	14	10	24	74	56	21	40	0	87	76	18	18	46	14
latens_genome_00018796	10	14	40	16	0	10	6	10	0	8	8	4	4	14	0
latens_genome_00018799	14	4	22	0	0	6	0	2	0	0	2	2	4	12	4
latens_genome_00018800	4	6	6	2	0	6	6	2	0	6	18	2	4	4	8
latens_genome_00018802	12	12	38	8	30	28	20	20	2	30	29	7	52	16	19
latens_genome_00018790	47	48	28	60	42	101	10	4	0	6	3	4	18	13	16
latens_genome_00018794	2	0	0	36	6	16	40	12	8	168	76	18	130	82	116
latens_genome_00018795	8	0	0	14	12	18	12	6	8	26	42	6	28	36	23
latens_genome_00018797	4	4	0	1	0	0	2	4	0	0	8	0	0	4	4
latens_genome_00018801	0	8	2	0	0	2	0	0	0	0	0	0	8	6	4
latens_genome_00018803	0	0	2	0	0	0	1	6	2	0	0	0	0	0	0
latens_genome_00018804	0	0	0	2	0	0	0	0	0	0	1	0	0	4	0
latens_genome_00018805	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0
latens_genome_00018798	6	5	2	0	2	4	0	0	0	0	4	0	2	2	4
latens_genome_00018793	21	0	0	4	10	13	0	0	0	5	4	0	7	4	5
latens_genome_00018807	0	0	0	16	16	0	0	0	0	0	28	0	12	66	78
latens_genome_00018808	2	10	0	4	2	2	0	0	0	8	4	0	28	18	2
latens_genome_00018815	104	86	116	100	65	48	14	4	0	2	8	6	10	20	18
latens_genome_00018817	6	0	0	6	0	0	0	0	0	0	0	4	4	12	8
latens_genome_00018821	0	0	0	8	0	14	36	84	4	749	450	142	126	66	58
latens_genome_00018822	2	0	0	0	2	6	0	0	0	0	8	0	26	38	24
latens_genome_00018823	34	40	38	30	46	26	3	2	2	0	2	8	12	48	26
latens_genome_00018824	0	0	6	1	2	0	0	4	0	2	6	2	8	18	3
latens_genome_00018825	0	2	3	2	6	6	0	0	0	0	13	1	14	21	13
latens_genome_00018826	0	0	0	0	0	0	0	0	0	0	0	0	6	2	6
latens_genome_00018827	0	0	0	0	0	0	0	0	0	4	0	8	0	4	2
latens_genome_00018806	12	24	34	20	22	28	2	10	0	12	16	2	88	74	22
latens_genome_00018809	6	4	0	0	0	6	56	68	6	36	84	2	20	18	26
latens_genome_00018810	2	0	0	0	0	4	0	0	0	0	0	0	8	26	2
latens_genome_00018811	0	0	4	0	0	0	0	0	0	0	4	0	9	14	0
latens_genome_00018812	40	4	4	36	4	26	581	343	190	58	284	117	747	214	1505
latens_genome_00018813	498	4	152	148	0	92	14156	15293	1262	4941	3686	733	3406	1016	2786
latens_genome_00018814	4	0	8	62	52	98	58	20	2	101	44	28	179	114	121
latens_genome_00018816	48	86	74	72	60	104	26	22	0	86	78	14	202	278	154
latens_genome_00018818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018819	6	0	6	8	0	2	264	612	56	562	440	69	118	70	68
latens_genome_00018820	0	2	6	62	0	46	42	78	10	994	1243	775	286	126	137
latens_genome_00018829	4	0	2	2	0	2	0	0	0	0	2	0	10	8	14
latens_genome_00018830	0	0	4	0	2	4	0	0	0	13	0	0	0	8	4
latens_genome_00018836	0	0	0	4	0	2	0	0	0	5	20	0	10	15	4
latens_genome_00018837	0	0	0	0	0	2	2	0	0	2	6	0	0	8	2
latens_genome_00018839	2778	1806	5518	6027	8541	14606	2315	6800	540	6442	10972	1902	3971	5634	5173
latens_genome_00018840	250	38	130	528	198	498	106	300	8	286	390	62	120	140	198
latens_genome_00018847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018848	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018828	8	8	10	4	2	2	2	10	0	22	18	0	34	36	34
latens_genome_00018831	61	62	81	58	27	39	15	8	0	4	13	12	57	57	32
latens_genome_00018832	2	26	22	6	10	10	4	8	2	28	28	10	20	8	20
latens_genome_00018833	4	10	2	40	28	44	16	0	2	92	34	14	222	148	106
latens_genome_00018834	0	0	0	0	0	0	6	3	1	5	1	3	6	13	4
latens_genome_00018835	4	0	0	0	0	0	25	39	0	8	14	0	9	29	0
latens_genome_00018838	0	1	4	10	2	0	3	6	0	19	44	6	5	0	7
latens_genome_00018841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018842	0	2	4	2	0	8	0	0	0	6	0	0	4	4	0
latens_genome_00018844	26	14	16	50	51	34	6	6	0	32	38	16	105	166	41
latens_genome_00018845	446	256	380	516	622	688	104	32	26	249	290	402	3573	3283	1693
latens_genome_00018846	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
latens_genome_00018849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018850	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
latens_genome_00018851	6	8	2	1	0	3	4	0	0	0	12	0	4	0	0
latens_genome_00018852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018855	200	290	318	260	206	176	8	2	0	16	26	20	108	116	72
latens_genome_00018856	27	14	10	59	44	35	21	0	8	54	52	83	799	785	582
latens_genome_00018857	12	8	4	22	8	6	0	2	0	2	16	0	102	172	99
latens_genome_00018863	20	22	10	36	120	59	10	32	2	58	160	57	164	208	150
latens_genome_00018867	83	120	78	492	734	462	306	60	70	460	258	264	1452	3079	990
latens_genome_00018853	8	0	10	30	0	18	14	4	0	136	74	20	152	107	91
latens_genome_00018854	0	0	4	16	4	44	4	10	0	70	40	18	213	137	181
latens_genome_00018858	1	0	0	0	0	4	2	0	0	0	0	3	0	2	0
latens_genome_00018859	254	288	258	588	659	653	164	50	20	444	430	320	1982	1932	1437
latens_genome_00018860	78	42	64	129	124	114	102	40	30	216	269	123	837	696	451
latens_genome_00018861	6	5	36	25	12	44	2	4	4	79	66	8	52	56	34
latens_genome_00018862	12	6	0	24	100	36	2	0	0	0	18	0	12	6	38
latens_genome_00018864	0	0	0	16	6	24	6	0	0	160	174	60	248	266	168
latens_genome_00018865	136	185	151	198	198	158	30	42	13	99	114	63	376	465	339
latens_genome_00018866	104	16	64	304	92	210	66	52	22	210	226	40	282	351	332
latens_genome_00018869	59	29	21	137	169	135	79	85	1	97	122	51	187	129	144
latens_genome_00018870	65	44	72	267	166	275	30	24	2	128	154	111	788	797	694
latens_genome_00018871	32	98	122	56	72	138	24	10	6	70	47	26	211	168	228
latens_genome_00018875	15	34	34	34	24	64	12	8	0	35	72	11	28	42	28
latens_genome_00018880	18	4	23	38	41	68	97	59	30	116	127	88	107	115	121
latens_genome_00018881	218	216	220	298	706	617	185	77	48	308	378	160	1003	844	931
latens_genome_00018883	10	4	16	98	44	91	40	32	39	198	168	227	1067	1030	824
latens_genome_00018884	10	35	23	5	10	8	24	11	6	96	49	56	218	176	125
latens_genome_00018885	42	4	138	74	94	278	144	327	19	787	578	134	215	123	153
latens_genome_00018886	67	104	135	125	130	153	96	55	14	376	338	78	937	731	534
latens_genome_00018887	72	86	118	202	142	164	120	48	26	308	286	134	1365	1477	1420
latens_genome_00018868	439	193	220	873	1086	1069	408	372	82	783	961	222	903	829	863
latens_genome_00018872	6	0	0	44	34	48	2	16	0	118	174	52	223	184	240
latens_genome_00018873	0	2	2	4	22	8	2	4	0	25	22	20	34	44	40
latens_genome_00018874	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0
latens_genome_00018876	0	0	0	2	0	2	0	0	0	12	8	1	6	3	6
latens_genome_00018877	4	0	2	0	6	0	2	4	0	18	12	4	4	6	0
latens_genome_00018878	526	438	424	1123	1493	1539	362	346	72	628	885	314	1701	1275	1710
latens_genome_00018879	34	24	48	124	154	146	22	26	6	86	157	30	442	532	332
latens_genome_00018882	150	89	79	494	350	533	143	110	40	330	433	139	835	857	861
latens_genome_00018888	2	0	2	2	0	2	0	0	2	2	2	0	4	12	4
latens_genome_00018889	0	4	16	16	0	0	0	0	0	2	0	0	12	14	8
latens_genome_00018899	292	72	138	468	478	903	164	53	172	280	356	598	1429	1394	1369
latens_genome_00018901	104	104	74	282	460	426	96	84	28	448	478	400	901	623	507
latens_genome_00018890	720	567	710	590	422	636	53	8	14	199	205	114	1611	1714	1510
latens_genome_00018891	8	2	0	12	10	14	10	10	0	19	31	8	116	84	30
latens_genome_00018892	996	483	511	1285	1524	1892	628	112	216	1481	1299	1942	9723	8003	8979
latens_genome_00018893	437	163	165	661	555	593	157	50	17	439	347	283	3199	3260	3202
latens_genome_00018894	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4
latens_genome_00018895	48	10	62	30	6	22	2	0	0	9	14	0	65	73	26
latens_genome_00018896	84	26	34	172	228	124	30	20	6	132	82	96	1538	1014	1302
latens_genome_00018897	394	464	224	1152	1487	1116	308	154	114	754	774	1220	3375	3037	2186
latens_genome_00018898	820	465	448	1574	1800	1805	323	86	144	738	756	1803	4924	4570	3477
latens_genome_00018900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018902	69	19	19	131	125	149	14	0	4	80	34	67	1049	631	550
latens_genome_00018905	2	0	2	0	0	2	0	0	0	0	0	0	4	16	0
latens_genome_00018907	0	0	0	0	4	6	0	6	0	10	4	0	24	4	12
latens_genome_00018909	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018910	0	4	2	0	0	2	0	0	0	0	0	0	0	0	0
latens_genome_00018921	73	169	92	78	103	65	0	0	0	2	0	0	44	60	22
latens_genome_00018923	1477	2008	2754	1173	1194	1112	12	5	0	2	39	16	130	898	327
latens_genome_00018924	2	12	4	14	0	2	44	53	2	22	34	4	8	2	14
latens_genome_00018925	538	600	738	425	359	431	0	3	6	4	0	25	79	324	93
latens_genome_00018926	0	0	0	12	2	0	0	0	0	0	0	0	8	20	4
latens_genome_00018928	36	52	36	40	34	20	2	4	2	0	6	0	152	100	34
latens_genome_00018903	0	4	0	8	18	8	2	2	2	0	4	6	30	20	12
latens_genome_00018904	2	0	0	0	14	4	18	42	0	22	20	4	4	12	0
latens_genome_00018906	8	22	10	20	14	20	6	0	2	22	22	0	62	62	32
latens_genome_00018908	24	46	25	28	22	14	0	0	0	0	0	0	0	2	4
latens_genome_00018911	50	96	66	40	70	45	0	0	0	0	0	0	14	16	26
latens_genome_00018912	138	339	202	165	171	118	2	0	0	2	0	2	12	94	20
latens_genome_00018913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018914	6	4	2	8	4	0	0	0	0	0	2	0	12	4	6
latens_genome_00018915	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
latens_genome_00018916	0	0	2	0	0	0	2	0	0	8	0	0	4	0	0
latens_genome_00018917	6	0	0	12	2	22	6	24	0	10	8	14	30	22	22
latens_genome_00018918	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
latens_genome_00018919	30	88	90	30	62	30	0	2	0	0	6	2	10	32	16
latens_genome_00018920	20	16	18	14	20	16	2	0	0	0	0	0	40	26	18
latens_genome_00018922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018927	8	16	12	4	24	10	0	0	0	0	0	2	30	14	6
latens_genome_00018929	26	24	20	54	36	44	102	41	20	100	61	40	75	34	64
latens_genome_00018930	382	802	641	418	530	532	4	2	2	2	14	18	58	240	16
latens_genome_00018931	2336	4072	3102	1903	2588	1862	42	24	4	42	66	88	250	786	330
latens_genome_00018933	5	0	2	2	0	2	0	2	0	0	0	0	24	10	2
latens_genome_00018935	485	937	861	494	728	560	6	4	0	4	8	22	44	196	42
latens_genome_00018936	0	2	0	0	4	0	2	0	0	4	8	0	0	0	0
latens_genome_00018940	20	14	30	10	16	10	2	0	0	6	0	0	78	62	22
latens_genome_00018943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00018944	364	788	456	301	446	292	2	4	8	4	8	24	30	100	53
latens_genome_00018932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
