Geneid	8FG1	8FG2	8FG3	8FS1	8FS2	8FS3	8MG1	8MG2	8MG3	8MS1	8MS2	8MS3	8WM1	8WM2	8WM3
latens_genome_00004490	1574	2451	2067	3122	4469	2982	349	181	213	753	946	1548	7548	6073	5357
latens_genome_00004491	92	28	24	268	240	331	84	18	20	208	159	140	604	432	354
latens_genome_00004476	0	0	0	0	0	0	0	0	0	2	2	3	4	0	0
latens_genome_00004492	482	78	536	1433	575	2324	115	219	38	777	795	455	240	282	116
latens_genome_00004498	1203	551	597	2585	2258	2060	504	220	238	937	744	1134	1335	1358	1429
latens_genome_00004499	156	42	64	518	350	550	72	28	15	314	286	680	1268	796	872
latens_genome_00004500	114	96	45	829	581	570	69	46	34	584	562	917	972	770	897
latens_genome_00004502	38	36	46	438	745	569	23	66	34	577	714	538	503	360	353
latens_genome_00004506	263	70	126	745	399	608	138	102	38	302	354	296	571	457	424
latens_genome_00004507	148	490	74	724	4317	1348	342	90	354	1194	839	1612	12247	11972	10944
latens_genome_00004508	1909	2764	1160	12687	18801	9462	1471	1130	1783	6176	7893	17561	9029	8080	8991
latens_genome_00004509	32	81	4	84	742	112	12	12	24	92	190	172	12002	7005	6265
latens_genome_00004511	0	0	0	6	2	6	5	2	12	42	66	78	26	18	26
latens_genome_00004512	158	97	236	1467	987	1817	346	164	394	4512	2878	6728	3530	3312	3274
latens_genome_00004493	124	131	208	94	68	124	6	0	0	6	4	8	307	231	60
latens_genome_00004494	40	196	68	142	1794	372	20	28	39	250	634	395	3144	1776	2266
latens_genome_00004495	1801	1533	1825	3483	4596	4473	733	237	836	2088	2466	7348	15985	12418	10116
latens_genome_00004496	10357	2035	4472	22367	9424	12011	2912	1285	1347	8273	5612	12115	11005	9913	9171
latens_genome_00004497	0	0	12	18	2	12	2	8	0	2	4	0	1	0	0
latens_genome_00004501	2	10	10	18	50	44	10	4	10	64	16	94	6798	5606	5058
latens_genome_00004503	1403	214	586	2952	1989	2886	506	284	231	740	1079	1159	2231	2302	2053
latens_genome_00004504	82	38	52	326	304	508	70	32	26	98	170	154	1247	1244	1244
latens_genome_00004505	277	139	176	907	829	962	299	85	126	537	645	1223	4385	4317	3546
latens_genome_00004510	99	62	56	100	105	99	12	6	6	56	76	84	116	124	100
latens_genome_00004513	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004520	923	621	659	1272	1359	1388	269	97	104	569	598	788	3658	3326	2739
latens_genome_00004521	1718	1715	2475	1654	1621	2088	146	82	55	368	395	551	4368	4708	3107
latens_genome_00004524	2	2	0	2	0	6	4	0	0	6	0	4	22	12	12
latens_genome_00004525	42	22	34	64	68	84	36	8	8	68	58	35	848	804	706
latens_genome_00004527	12	10	10	30	27	72	2	16	0	44	65	64	403	393	377
latens_genome_00004528	2085	239	442	4628	2440	3391	1020	441	251	2690	2265	1496	6067	5323	4813
latens_genome_00004529	276	72	121	2241	1316	2236	162	144	76	2816	1650	2046	1064	1120	993
latens_genome_00004530	0	4	0	1433	0	874	298	348	93	13955	14042	9164	15837	8790	11814
latens_genome_00004534	28	64	22	82	85	116	156	335	38	723	797	240	352	233	263
latens_genome_00004535	76	48	32	306	271	330	255	132	61	1426	788	528	1000	644	522
latens_genome_00004536	0	0	0	10	4	0	2	2	0	7	22	10	14	4	13
latens_genome_00004537	0	0	0	0	0	1	0	0	0	4	5	0	0	0	0
latens_genome_00004539	6	4	6	76	70	50	2	2	0	42	56	20	182	280	150
latens_genome_00004540	8	26	10	104	234	248	10	8	2	90	211	60	132	164	106
latens_genome_00004541	107	119	100	392	378	365	47	44	6	218	416	118	604	641	516
latens_genome_00004514	1133	1713	941	5738	6780	6028	170	120	15	980	908	333	428	837	256
latens_genome_00004516	1213	1884	1160	5233	5536	3914	539	651	514	2586	2733	2189	2064	1831	1523
latens_genome_00004517	6256	6601	5259	15125	17449	18609	4534	1508	3915	17473	13242	27784	37346	31063	34631
latens_genome_00004518	459	143	277	964	868	1493	248	259	307	552	889	1031	1127	1104	969
latens_genome_00004519	2	1	1	6	32	2	0	0	0	0	2	6	12	9	12
latens_genome_00004522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004526	13	4	6	16	19	27	14	14	2	32	30	6	15	16	24
latens_genome_00004531	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
latens_genome_00004532	6	4	0	1174	4	350	258	653	124	10475	15393	5403	19344	10132	13600
latens_genome_00004533	0	0	0	0	2	0	0	0	0	0	0	0	13	8	6
latens_genome_00004538	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
latens_genome_00004542	4	0	2	3	2	2	0	1	0	0	2	0	0	0	0
latens_genome_00004543	188	144	102	329	342	278	70	51	4	272	236	126	691	592	387
latens_genome_00004544	0	0	0	2	2	0	0	0	0	6	5	5	26	41	13
latens_genome_00004545	29060	15861	7970	119584	132218	121099	18147	5227	18078	106271	86035	248752	212665	155535	192862
latens_genome_00004546	163	124	136	1826	1313	1283	138	50	103	1479	740	2217	1558	1296	1360
latens_genome_00004548	7876	366	5171	28313	4154	16968	11055	5980	6541	47883	19303	37837	17735	18845	19351
latens_genome_00004549	196	424	423	2419	1796	2249	464	46	253	3056	1389	4440	5131	4852	4534
latens_genome_00004558	14	6	2	40	30	68	4	4	4	38	60	42	468	437	296
latens_genome_00004560	14	6	12	46	12	54	0	2	0	32	62	114	249	203	187
latens_genome_00004562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004564	2	0	0	13	8	11	2	0	0	29	27	31	47	54	54
latens_genome_00004550	10	28	17	18	25	22	4	6	0	2	6	2	15	18	7
latens_genome_00004551	16	12	20	54	130	41	0	0	0	12	4	8	292	158	164
latens_genome_00004552	3571	1773	2125	6757	7132	6646	573	209	127	1008	1016	733	3607	5370	4270
latens_genome_00004553	36	38	32	86	46	51	10	2	4	99	58	20	326	305	173
latens_genome_00004554	42	38	50	156	202	232	12	4	12	124	126	226	568	673	580
latens_genome_00004555	30	48	38	142	214	183	14	24	4	44	158	108	340	462	512
latens_genome_00004556	2327	3760	1752	7341	11258	5310	1836	867	726	6903	6106	6913	7989	6011	6719
latens_genome_00004557	220	188	142	568	516	582	94	44	38	302	472	670	4157	3762	2552
latens_genome_00004559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004561	1	1	8	8	4	10	3	6	0	76	83	11	32	37	34
latens_genome_00004563	2008	2660	3452	1197	1474	1907	77	14	28	148	124	94	1429	2678	1414
latens_genome_00004565	0	0	4	12	12	14	2	0	0	28	18	12	96	70	82
latens_genome_00004566	1156	636	1088	5163	3186	6721	3212	1446	3618	8328	8820	21910	43589	23171	29418
latens_genome_00004547	105929	1677	44966	207560	16224	95080	52145	132329	23232	162562	180356	76555	25525	31810	29257
latens_genome_00004568	2556	4318	1678	19684	33296	23531	3474	2937	2905	27488	26724	72863	33305	30070	28384
latens_genome_00004569	128	78	104	288	366	350	42	28	28	162	248	428	869	794	740
latens_genome_00004570	738	330	140	2941	2345	2905	356	96	321	1651	1353	5377	3212	3259	3527
latens_genome_00004572	593	294	504	849	861	1058	226	90	36	374	382	304	2235	2200	1639
latens_genome_00004576	1961	594	979	3437	3475	4372	1190	528	530	1406	1493	2621	2846	3068	2563
latens_genome_00004578	180	80	134	1046	94	450	178	2292	68	21474	33760	3126	4615	2474	3548
latens_genome_00004580	0	0	0	0	4	0	0	0	0	0	16	0	22	2	4
latens_genome_00004582	564	696	502	1979	3251	2811	835	444	122	2358	2526	990	7084	5132	5517
latens_genome_00004583	414	1328	666	1393	6984	3700	990	943	179	4415	4480	1318	3830	3235	3256
latens_genome_00004589	10	4	6	42	10	20	22	2	2	90	78	68	226	234	186
latens_genome_00004567	104	106	156	355	604	670	86	44	56	172	320	335	1392	1417	1199
latens_genome_00004571	135	129	88	355	234	464	77	98	219	290	484	1298	574	267	353
latens_genome_00004573	8	10	20	106	74	80	24	0	0	188	116	258	308	218	212
latens_genome_00004574	1065	631	744	1258	814	1353	405	120	121	942	743	569	3508	3993	4056
latens_genome_00004575	173	130	200	322	247	371	128	41	33	252	294	287	1129	812	750
latens_genome_00004577	138	348	120	370	1490	700	125	72	70	190	486	393	8489	7348	7091
latens_genome_00004579	6	4	2	10	12	14	36	18	2	12	30	4	50	38	16
latens_genome_00004581	7252	1896	4997	15216	5949	16792	2493	1923	484	5604	8222	2812	7913	8152	7314
latens_genome_00004584	6	4	38	34	6	20	64	40	0	78	56	34	34	12	30
latens_genome_00004585	64	100	56	146	204	154	102	52	18	411	186	105	234	218	148
latens_genome_00004586	108	166	138	498	372	398	112	62	8	696	712	278	1262	1024	824
latens_genome_00004587	406	172	282	2719	1874	3367	778	150	58	5065	1997	954	1582	1222	1435
latens_genome_00004588	192	334	338	214	272	230	48	22	11	199	146	66	242	260	219
latens_genome_00004590	104	180	64	430	712	304	118	58	62	300	366	940	1270	1356	924
latens_genome_00004591	2	0	0	0	0	1	6	4	0	29	72	23	9	6	5
latens_genome_00004592	0	2	0	0	0	0	0	1	0	4	10	0	0	0	0
latens_genome_00004596	8	26	7	4	12	14	0	1	0	0	6	4	6	6	8
latens_genome_00004599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004601	6	6	4	11	0	8	8	7	4	29	22	0	24	6	19
latens_genome_00004603	17	10	16	15	12	8	2	2	0	4	2	2	10	20	9
latens_genome_00004607	184	244	349	97	110	142	26	36	8	47	58	6	78	79	39
latens_genome_00004610	0	0	0	2	0	0	2	0	0	10	0	0	0	2	0
latens_genome_00004611	10	0	18	76	20	28	194	330	40	999	1169	200	336	146	138
latens_genome_00004612	28	12	28	30	2	38	22	60	0	72	125	28	76	64	20
latens_genome_00004613	8	0	0	130	0	46	166	901	47	3901	4044	724	498	224	299
latens_genome_00004616	0	0	2	18	22	6	10	8	0	44	62	40	38	40	32
latens_genome_00004619	0	0	0	2	2	2	2	0	0	6	10	8	28	20	28
latens_genome_00004593	0	0	0	0	0	0	0	0	0	4	2	2	2	0	2
latens_genome_00004594	2	0	0	4	0	0	0	2	0	12	38	4	0	6	0
latens_genome_00004595	10	32	18	13	16	15	4	0	2	6	6	20	18	24	8
latens_genome_00004597	0	2	4	0	12	4	2	4	2	70	74	14	46	34	14
latens_genome_00004598	0	2	0	2	2	0	0	8	4	16	12	4	0	0	0
latens_genome_00004600	0	0	0	0	0	0	2	6	2	59	62	4	2	6	2
latens_genome_00004602	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0
latens_genome_00004604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004605	0	0	0	0	0	0	16	28	0	26	28	0	4	0	8
latens_genome_00004608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004614	2	0	4	12	0	2	42	82	8	48	74	19	22	14	18
latens_genome_00004615	2	2	0	14	8	12	4	2	4	32	44	8	42	60	30
latens_genome_00004618	8	6	0	2	4	2	0	0	0	8	0	0	70	6	16
latens_genome_00004617	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0
latens_genome_00004606	0	0	0	0	0	0	1	10	0	0	1	0	0	0	0
latens_genome_00004620	639	465	305	3169	3896	3772	844	315	106	2706	3735	1651	3638	2436	2396
latens_genome_00004630	68	106	104	209	254	204	32	24	2	94	149	77	734	733	519
latens_genome_00004631	4	2	0	16	12	2	52	56	26	72	52	19	46	20	16
latens_genome_00004632	18	14	2	160	68	116	48	8	6	118	230	86	110	100	90
latens_genome_00004636	218	247	217	484	626	651	369	152	94	666	597	348	2555	2499	2095
latens_genome_00004639	0	0	6	2	0	0	2	0	0	0	0	0	0	0	5
latens_genome_00004641	2	0	2	10	2	0	2	2	4	42	66	40	148	120	64
latens_genome_00004621	68	112	74	449	870	806	118	78	36	360	413	560	1190	899	744
latens_genome_00004622	4	2	0	12	18	12	0	4	0	32	14	6	20	40	2
latens_genome_00004623	321	337	135	1330	1148	575	252	236	57	814	1441	477	912	412	537
latens_genome_00004624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004625	24	13	2	124	172	213	6	5	6	81	74	41	55	125	79
latens_genome_00004626	4	0	10	8	0	6	4	0	0	4	0	0	8	16	0
latens_genome_00004627	0	8	4	18	2	4	2	2	0	82	186	28	78	38	58
latens_genome_00004628	48	126	156	68	42	77	14	2	0	28	20	6	144	139	56
latens_genome_00004629	38	22	20	39	44	35	57	26	24	120	75	39	224	111	135
latens_genome_00004633	2	8	0	0	0	4	0	0	0	0	0	0	0	0	0
latens_genome_00004634	2	0	0	0	0	6	5	0	0	14	5	8	15	9	9
latens_genome_00004635	611	4324	2267	1700	11070	8926	2823	204	3613	5786	2865	14277	51898	54433	37297
latens_genome_00004637	32	42	104	65	96	313	34	22	22	58	84	88	146	160	105
latens_genome_00004638	152	42	48	438	336	284	259	124	42	836	640	240	655	406	394
latens_genome_00004640	193	72	112	276	276	317	42	18	10	74	70	48	192	262	98
latens_genome_00004642	175	127	172	175	178	206	74	33	12	116	118	68	664	617	499
latens_genome_00004643	306	182	230	569	328	432	120	52	41	412	413	435	3572	2837	2374
latens_genome_00004645	125	34	34	215	43	186	38	14	12	119	135	68	607	524	557
latens_genome_00004647	24	28	32	138	78	130	140	365	24	177	206	42	64	34	32
latens_genome_00004651	0	0	0	6	4	2	0	2	0	2	26	10	4	2	12
latens_genome_00004655	2	0	0	0	0	0	6	20	6	38	106	24	32	23	18
latens_genome_00004656	2	8	0	16	20	8	2	2	1	14	12	8	40	18	38
latens_genome_00004657	32	1	17	141	48	106	11	8	6	58	82	35	91	105	96
latens_genome_00004662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004663	9	16	29	100	80	41	109	60	41	279	435	159	104	140	70
latens_genome_00004644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004646	0	1	0	122	0	88	24	198	0	3962	4774	472	326	396	364
latens_genome_00004648	0	4	0	18	0	2	42	68	8	126	176	4	40	42	46
latens_genome_00004649	16	8	16	20	24	22	14	2	0	44	30	24	40	52	22
latens_genome_00004650	1	2	0	1	4	5	4	0	0	10	4	2	26	6	4
latens_genome_00004652	0	0	0	0	0	4	0	0	0	0	4	0	8	16	6
latens_genome_00004653	0	0	0	0	0	4	0	0	0	0	0	2	4	0	0
latens_genome_00004654	0	0	0	2	12	4	0	0	0	2	0	4	4	8	2
latens_genome_00004658	21	20	12	81	230	68	64	55	19	252	321	113	275	138	125
latens_genome_00004659	46	39	26	226	132	92	672	244	113	2330	1629	1445	2046	1442	1292
latens_genome_00004660	142	96	123	207	118	147	132	128	30	246	259	158	425	351	319
latens_genome_00004661	568	402	593	891	492	672	1037	667	202	1674	1571	534	1261	1151	927
latens_genome_00004664	142	48	80	326	110	262	170	35	14	330	120	118	157	158	131
latens_genome_00004665	34	50	64	194	144	136	52	76	8	486	858	338	1924	1730	1418
latens_genome_00004666	0	0	0	0	0	0	0	0	2	0	0	6	0	0	4
latens_genome_00004667	2	2	0	33	12	16	2	0	0	22	28	22	62	77	52
latens_genome_00004668	66	25	40	90	80	130	26	64	0	248	205	79	210	150	129
latens_genome_00004670	36	54	70	35	32	16	5	0	0	2	4	4	86	163	72
latens_genome_00004672	76	46	74	102	114	90	48	10	16	116	90	74	457	381	293
latens_genome_00004674	3	4	8	9	14	0	8	3	0	82	50	47	93	97	75
latens_genome_00004675	2	4	0	14	0	8	10	22	2	198	333	62	68	62	34
latens_genome_00004676	0	2	8	0	2	0	4	6	0	78	36	12	10	6	12
latens_genome_00004678	105717	132390	190973	199049	303740	311803	834	0	400	1693	5692	4997	19831	73517	19488
latens_genome_00004682	0	0	0	1	0	0	0	1	0	0	0	0	2	3	4
latens_genome_00004683	2	0	2	2	0	10	0	4	0	4	0	0	24	19	26
latens_genome_00004684	16	6	20	34	4	12	29	6	12	74	60	47	102	114	95
latens_genome_00004686	5946	13117	7333	13274	26725	23170	36	6	42	72	262	312	2163	7084	2790
latens_genome_00004687	6307	7869	8065	14964	19017	16812	99	2	26	258	856	350	1597	3283	2136
latens_genome_00004688	778	897	1306	1553	2498	2774	13	2	0	24	106	83	293	229	268
latens_genome_00004690	424	405	484	779	719	682	158	85	18	673	800	479	1234	891	582
latens_genome_00004692	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
latens_genome_00004669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004671	80	100	106	68	104	70	26	6	0	32	62	14	129	222	140
latens_genome_00004673	62	52	72	104	60	36	10	12	0	64	50	28	22	46	50
latens_genome_00004677	75733	119575	152958	144082	281536	278339	304	4	334	1146	4100	3989	13124	53341	11802
latens_genome_00004679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004680	18	28	40	50	36	62	0	0	0	6	18	0	48	46	54
latens_genome_00004681	208	232	236	398	680	402	126	116	22	545	674	264	931	812	648
latens_genome_00004685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004689	180	127	176	345	336	389	54	32	14	361	551	249	657	586	459
latens_genome_00004693	16	8	10	118	58	126	28	12	10	140	67	207	702	493	695
latens_genome_00004697	2	0	0	6	4	36	0	0	0	26	14	24	72	30	2
latens_genome_00004698	6	0	0	0	0	4	8	3	1	7	7	4	3	2	18
latens_genome_00004699	20	0	10	26	10	16	181	130	30	213	190	91	171	162	118
latens_genome_00004700	2	0	1	2	0	2	7	10	8	36	29	8	49	11	7
latens_genome_00004701	2	0	2	0	0	2	8	8	4	22	16	6	6	8	6
latens_genome_00004702	2	2	2	40	10	54	2	0	0	24	20	36	246	137	178
latens_genome_00004691	415	135	151	1144	608	1000	386	68	112	989	1175	2183	5874	4088	3564
latens_genome_00004694	480	138	240	628	288	445	489	1410	304	1139	1489	752	484	379	320
latens_genome_00004695	4	0	0	2	0	0	0	0	0	14	2	6	12	2	8
latens_genome_00004696	1243	1536	1340	1612	1605	1886	594	172	282	1537	986	1820	5043	4571	4628
latens_genome_00004703	18	24	5	36	236	101	20	0	10	20	24	44	526	440	555
latens_genome_00004704	42	32	40	300	230	262	44	26	34	454	356	489	786	674	580
latens_genome_00004705	1382	94	803	3761	1334	4507	1482	640	440	2754	1794	2789	2180	2039	2056
latens_genome_00004708	3190	2530	1616	7459	9614	7246	1400	670	704	3144	2391	4366	6043	6259	5802
latens_genome_00004709	508	384	530	1342	1450	1774	427	842	276	1158	1638	1333	1631	1329	1149
latens_genome_00004711	936	592	344	5334	6590	5514	651	250	400	3397	3406	6048	9977	8672	9349
latens_genome_00004712	717	110	388	1742	982	2210	537	436	309	1164	1961	1736	4827	4100	3348
latens_genome_00004713	86	58	49	545	488	402	275	126	38	1928	2106	1022	4715	3159	2879
latens_genome_00004714	1381	2150	2386	1230	1928	1798	258	68	60	598	450	360	3194	3436	2404
latens_genome_00004715	490	374	354	987	1158	1249	539	308	82	1583	1523	759	2735	2041	1814
latens_genome_00004718	15057	2799	7474	29428	24490	39018	6645	4194	6583	7564	14450	23050	29740	30282	28208
latens_genome_00004721	2410	70	1444	4193	606	5209	1165	1986	248	2737	3620	700	314	472	284
latens_genome_00004722	162	10	160	344	92	474	98	294	38	230	382	74	58	70	32
latens_genome_00004706	6	18	12	10	20	30	2	28	2	282	328	64	74	52	66
latens_genome_00004707	24	20	18	144	164	177	6	20	20	416	660	412	220	290	184
latens_genome_00004710	2932	5253	5712	2407	3563	2831	30	15	10	27	108	82	238	1042	380
latens_genome_00004717	421	218	361	2936	2739	4589	894	257	424	5668	4067	5023	6261	4684	5107
latens_genome_00004719	1159	555	1038	2308	1675	2672	954	1547	1119	962	2135	2527	2834	2255	2235
latens_genome_00004720	145	6	40	394	340	359	45	14	19	143	228	339	1884	2138	1368
latens_genome_00004723	12	28	26	103	51	104	19	18	2	44	81	72	162	174	86
latens_genome_00004716	19	12	20	33	17	43	24	26	3	44	60	32	79	56	36
latens_genome_00004724	26	56	16	226	192	184	20	10	4	82	98	75	232	146	164
latens_genome_00004725	2031	666	398	13558	7752	7656	776	672	462	3502	7709	8500	15446	13025	12225
latens_genome_00004726	424	140	416	734	818	1663	518	326	440	816	806	1895	1986	2000	2180
latens_genome_00004727	937	1213	1107	6607	6213	4682	664	1020	985	9943	10788	15483	8954	7623	6692
latens_genome_00004728	0	8	8	42	32	58	10	10	4	56	124	162	284	220	194
latens_genome_00004729	0	4	0	12	21	20	0	0	0	32	26	4	14	20	8
latens_genome_00004731	8	22	30	196	168	96	16	12	12	296	248	214	214	254	146
latens_genome_00004738	8	6	2	10	8	12	30	40	6	96	106	26	44	32	26
latens_genome_00004739	0	0	4	6	0	0	0	0	0	0	4	0	0	0	0
latens_genome_00004740	0	2	10	2	2	4	5	4	0	11	0	7	8	6	6
latens_genome_00004744	178	188	123	276	259	254	64	84	14	118	288	126	1024	931	705
latens_genome_00004745	16	6	4	1574	32	608	548	1168	148	15988	23695	8117	13394	7762	8494
latens_genome_00004746	55	58	48	220	210	318	88	24	66	230	196	344	1934	1744	1339
latens_genome_00004747	1611	1544	2581	5644	9427	14113	2415	978	2300	5631	5164	14703	21266	15893	17813
latens_genome_00004748	212	113	204	1518	981	1875	453	212	104	1545	1616	1579	2569	1526	1262
latens_genome_00004750	28	18	26	82	92	87	72	18	10	196	161	68	215	256	148
latens_genome_00004751	8	0	4	68	30	50	18	18	14	103	108	162	148	84	86
latens_genome_00004730	0	0	2	22	0	34	10	13	2	215	184	86	265	265	124
latens_genome_00004732	41	58	60	160	212	269	95	50	10	264	180	38	238	183	170
latens_genome_00004733	0	0	4	10	0	34	10	12	2	130	162	28	135	98	68
latens_genome_00004734	11	4	9	83	32	52	63	94	6	2623	2657	555	718	646	551
latens_genome_00004735	6	8	8	96	14	64	22	62	16	1170	1107	410	541	394	278
latens_genome_00004736	4	0	4	2	0	4	0	0	0	0	0	0	30	60	42
latens_genome_00004737	10	2	18	6	4	8	92	56	16	134	96	34	44	28	30
latens_genome_00004741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004742	58	226	166	212	298	116	228	132	6	1776	1788	226	1516	1636	972
latens_genome_00004743	38	46	32	182	232	230	38	52	6	240	341	38	674	462	641
latens_genome_00004749	2	0	0	20	22	6	4	2	0	28	34	8	14	2	4
latens_genome_00004752	386	110	282	2163	2410	3388	287	148	115	702	1285	972	5394	3964	3836
latens_genome_00004753	48	43	66	110	50	90	34	40	6	52	88	39	694	727	467
latens_genome_00004754	318	210	250	728	572	722	290	382	58	1378	2217	513	1924	1941	1539
latens_genome_00004755	36	28	34	16	8	6	0	0	0	4	2	0	16	2	6
latens_genome_00004756	2036	438	800	4702	3832	4941	844	448	413	2351	2311	4265	34302	27395	28829
latens_genome_00004757	1182	900	963	1480	1472	1721	566	162	62	1075	854	566	5001	4451	4001
latens_genome_00004758	0	0	0	2	0	0	0	0	0	2	0	2	7	4	5
latens_genome_00004759	37	52	38	127	96	146	8	0	12	108	98	198	1003	940	762
latens_genome_00004760	1110	250	508	2941	1548	2297	550	672	92	2674	2288	939	542	504	474
latens_genome_00004762	5589	3280	3960	15845	15622	20782	3667	1002	1524	10738	6426	10990	13916	12460	11117
latens_genome_00004764	58	40	24	323	232	304	64	40	27	417	599	1062	2231	1822	1687
latens_genome_00004766	60	56	111	1200	594	2035	466	356	40	2590	2234	222	2651	1768	1558
latens_genome_00004767	264	432	334	248	162	238	2	0	0	0	8	4	42	120	28
latens_genome_00004768	41	32	51	32	32	34	2	0	2	20	36	24	18	26	20
latens_genome_00004769	6	0	2	4	2	6	4	8	0	30	12	4	4	6	0
latens_genome_00004771	102	92	32	350	420	482	62	82	31	632	639	1120	699	802	517
latens_genome_00004761	106	134	88	298	372	512	94	49	14	328	316	110	942	916	832
latens_genome_00004763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004765	0	2	3	11	4	4	0	4	0	8	14	2	25	20	18
latens_genome_00004770	6	0	4	28	26	34	2	6	0	44	66	32	10	10	22
latens_genome_00004772	0	0	0	2	0	0	0	2	0	6	0	0	3	8	4
latens_genome_00004773	0	0	0	0	0	0	0	0	0	2	0	0	0	4	2
latens_genome_00004774	8	0	2	0	0	0	0	0	0	0	0	0	2	16	10
latens_genome_00004776	333	272	312	220	194	217	8	0	6	0	12	4	126	116	96
latens_genome_00004782	104	192	221	135	141	90	0	0	0	8	4	2	1	37	16
latens_genome_00004783	348	710	342	319	506	283	2	2	0	2	26	16	200	230	97
latens_genome_00004784	20	12	22	30	38	29	4	6	10	4	17	10	148	95	44
latens_genome_00004793	230	266	316	280	210	214	8	20	2	18	24	8	174	262	168
latens_genome_00004794	0	0	0	0	0	0	2	4	0	66	19	6	10	6	0
latens_genome_00004795	2	0	2	38	10	26	0	0	0	22	20	13	48	32	22
latens_genome_00004798	706	708	622	1614	2080	2022	404	132	133	630	554	946	2135	2180	1900
latens_genome_00004802	78	78	82	330	281	551	796	288	143	3147	2226	1429	2388	1319	1450
latens_genome_00004775	1	6	10	0	0	0	0	0	0	0	0	0	12	18	0
latens_genome_00004777	4	2	0	4	0	0	0	0	0	0	0	10	6	6	10
latens_genome_00004778	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
latens_genome_00004779	0	0	0	0	0	0	2	6	0	10	4	0	2	14	0
latens_genome_00004780	2	0	0	4	0	4	138	42	24	91	98	30	54	28	22
latens_genome_00004781	10	2	0	0	4	2	2	4	0	14	38	16	14	48	24
latens_genome_00004785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00004786	4	4	0	16	0	20	4	2	0	12	12	10	38	32	30
latens_genome_00004787	12	0	4	218	82	304	90	118	30	2954	2334	825	2744	1118	1820
latens_genome_00004788	0	4	4	2	0	14	8	4	0	198	48	34	26	16	24
latens_genome_00004789	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
latens_genome_00004790	0	4	1	5	8	0	0	0	0	2	0	0	38	42	47
latens_genome_00004791	0	0	0	0	0	4	10	0	0	10	0	2	38	46	33
latens_genome_00004792	0	0	0	4	0	0	8	30	0	105	130	14	14	22	10
latens_genome_00004796	7	2	0	58	45	58	166	253	48	1347	1291	226	319	163	186
latens_genome_00004797	2	0	0	2	0	0	0	0	0	2	2	4	0	10	0
latens_genome_00004799	384	738	472	999	2878	1628	322	426	301	1287	1273	1501	1337	1462	1301
latens_genome_00004801	0	2	0	2	30	22	2	0	0	18	22	8	60	48	52
latens_genome_00004800	0	4	6	9	8	0	0	0	0	2	2	0	21	20	4
latens_genome_00004806	345	282	249	493	775	663	201	70	165	428	480	953	3415	2998	2723
latens_genome_00004808	182	219	242	804	1520	1476	240	188	132	1037	1108	1500	855	814	679
latens_genome_00004810	2312	1315	878	6521	4757	5072	637	310	191	3221	2719	3351	5496	4622	4296
latens_genome_00004811	508	274	302	1116	1015	1243	252	33	101	765	589	846	2428	2211	1738
latens_genome_00004813	2885	3495	4041	2226	2959	3213	130	72	72	363	326	344	3243	4290	2696
latens_genome_00004815	7	24	8	211	172	210	4	34	12	238	276	197	104	88	57
latens_genome_00004817	31	15	4	327	138	670	14	5	23	180	227	645	577	662	1096
latens_genome_00004818	230	87	162	3518	2168	4521	269	78	227	3695	1828	7131	8405	6097	9735
latens_genome_00004819	30	84	12	58	252	78	174	250	26	245	317	28	44	40	61
latens_genome_00004821	642	410	460	963	809	780	236	120	120	590	642	927	3901	3250	2726
latens_genome_00004822	501	650	556	577	701	711	84	33	81	179	251	489	1571	1368	1174
latens_genome_00004823	18	4	36	198	98	256	24	8	24	266	206	345	2071	1793	1670
